"Origem","Destino","Nat","Tipo","Materia","NomeNovo"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 014324-7.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Recursos\Administrativo\Embargos execucao Uniao Federal Luiz Carlos Dias Silva 2008.doc","01 - Juridico","Recursos","Administrativo","Embargos execucao Uniao Federal Luiz Carlos Dias Silva 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\RDVO.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Registro diario viagem ocorrencias ECT 2013.doc","03 - Administrativo","","Outros","Registro diario viagem ocorrencias ECT 2013.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 020096-3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Sentenca 2008.38.00.020096-3 FGTS Ida de Paula e Silva Caixa Economica Federal 2008.doc","01 - Juridico","Acordaos e decisoes","Civel","Sentenca 2008.38.00.020096-3 FGTS Ida de Paula e Silva Caixa Economica Federal 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\Impossibilidade - Congresso Paraibano de Direito Eleitoral.docx","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Eleitoral\Carta de confirmacao de presenca ministerio TSE 2016.docx","01 - Juridico","Peticoes","Eleitoral","Carta de confirmacao de presenca ministerio TSE 2016.docx"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 012808-7.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\Sentenca 2009.38.00.012808-7 Acao ordinaria Elizabete da Conceicao Silva Uniao 2009.doc","01 - Juridico","Acordaos e decisoes","Tributario","Sentenca 2009.38.00.012808-7 Acao ordinaria Elizabete da Conceicao Silva Uniao 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\025755-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\Sentenca 2009.38.00.025755-0 Mandado de Seguranca OAB MG Helio de Souza Viana 2009.doc","01 - Juridico","Acordaos e decisoes","Administrativo","Sentenca 2009.38.00.025755-0 Mandado de Seguranca OAB MG Helio de Souza Viana 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 004534-7.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Sentenca 2006.38.00.004534-7 Mandado de Seguranca Interativa Service Ltda UFMG 2006.doc","01 - Juridico","Acordaos e decisoes","Civel","Sentenca 2006.38.00.004534-7 Mandado de Seguranca Interativa Service Ltda UFMG 2006.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento digitalizado - 11-05-2014 (2).pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Comprovantes e recibos\Comprovante saque conta corrente BB 09 05 2014 Brazopolis.pdf","04 - Pessoal e financeiro","","Comprovantes e recibos","Comprovante saque conta corrente BB 09 05 2014 Brazopolis.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 010905.txt","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Outros\arquivo tecnico ilegivel.txt","04 - Pessoal e financeiro","","Outros","arquivo tecnico ilegivel.txt"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Motivacao 2.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Processual Civil\Resumo livro La motivazione della sentenza civile Michele Taruffo Leonardo Greco.doc","02 - Estudos e concursos","","Direito Processual Civil","Resumo livro La motivazione della sentenza civile Michele Taruffo Leonardo Greco.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\r 161343.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Eleitoral\Acordao Recurso Especial Eleitoral 1613-43.2011.6.26.0000 Ademir Pestana Uniao 2011.doc","01 - Juridico","Acordaos e decisoes","Eleitoral","Acordao Recurso Especial Eleitoral 1613-43.2011.6.26.0000 Ademir Pestana Uniao 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\044572-2.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Sentenca 2002.38.00.044572-2 Acao ordinaria Heloisa Noronha Rodrigues de Oliveira Uniao 2002.doc","01 - Juridico","Acordaos e decisoes","Civel","Sentenca 2002.38.00.044572-2 Acao ordinaria Heloisa Noronha Rodrigues de Oliveira Uniao 2002.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R017.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Empresarial\Registro de protesto Tabelionato DMI 1557 1 13 01 2014.doc","01 - Juridico","Peticoes","Empresarial","Registro de protesto Tabelionato DMI 1557 1 13 01 2014.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Chase Hershkoff 1.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Processual Civil\Civil Litigation in Comparative Context Oscar G. Chase Helen Hershkoff Linda Silberman.pdf","02 - Estudos e concursos","","Direito Processual Civil","Civil Litigation in Comparative Context Oscar G. Chase Helen Hershkoff Linda Silberman.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 013924-7.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\Sentenca 2008.38.00.013924-7 Mandado de Seguranca SINPRF MG Superintendencia Policia Rodoviaria Federal 2008.doc","01 - Juridico","Acordaos e decisoes","Administrativo","Sentenca 2008.38.00.013924-7 Mandado de Seguranca SINPRF MG Superintendencia Policia Rodoviaria Federal 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 018826-0 - revisada.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Sentenca 2009.38.00.018826-0 Acao de Imissao de Posse CEF Vilma Maria Gomes Contagem 2009.doc","01 - Juridico","Acordaos e decisoes","Civel","Sentenca 2009.38.00.018826-0 Acao de Imissao de Posse CEF Vilma Maria Gomes Contagem 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Mantovani.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Penal\Rivista Italiana di Diritto e Procedura Penale ISSN 0557-1391 2012.pdf","02 - Estudos e concursos","","Direito Penal","Rivista Italiana di Diritto e Procedura Penale ISSN 0557-1391 2012.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Santa Tereza - ao lado do horto.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\Edital de praca TRT 3 regiao MG Vara Trabalho Belo Horizonte 2011.doc","01 - Juridico","Peticoes","Trabalhista","Edital de praca TRT 3 regiao MG Vara Trabalho Belo Horizonte 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento digitalizado - 23-04-2014.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Comunicacoes internas\Certidao Termo Exercicio Tabelionato Protesto Brazopolis Mauricio Augusto Chiaramonte Vieira.pdf","03 - Administrativo","","Comunicacoes internas","Certidao Termo Exercicio Tabelionato Protesto Brazopolis Mauricio Augusto Chiaramonte Vieira.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Civel\JC - Luiz Augusto Maria da Silva 2.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\Contestacao Reclamacao Trabalhista ECT DRG MG Luiz Augusto Maria da Silva 2012.doc","01 - Juridico","Peticoes","Trabalhista","Contestacao Reclamacao Trabalhista ECT DRG MG Luiz Augusto Maria da Silva 2012.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\ESPCVBF V1 AGO 31 13 2352.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Comunicacoes internas\Avaliacao Recomendacoes Seguranca Condominio Residencial Villa Bella Florenca Paulinia SP.doc","03 - Administrativo","","Comunicacoes internas","Avaliacao Recomendacoes Seguranca Condominio Residencial Villa Bella Florenca Paulinia SP.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\eleicoes.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Circulares e memorandos\Circular Correios DATER DR MG Convenioscomunidades eleitorais agosto 2010.pdf","03 - Administrativo","","Circulares e memorandos","Circular Correios DATER DR MG Convenioscomunidades eleitorais agosto 2010.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 022658-2.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Consumidor\Sentenca 2008.38.00.022658-2 Producao Antecipada Provas CEF Luciana Santos Rosario 2008.doc","01 - Juridico","Acordaos e decisoes","Consumidor","Sentenca 2008.38.00.022658-2 Producao Antecipada Provas CEF Luciana Santos Rosario 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\56234-34.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\Sentenca 2010.4.01.3800 Mandado de Seguranca Colacao Grau Simone de Jesus Santos UNISALVADO 2010.doc","01 - Juridico","Acordaos e decisoes","Administrativo","Sentenca 2010.4.01.3800 Mandado de Seguranca Colacao Grau Simone de Jesus Santos UNISALVADO 2010.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Concordo com o colega Jailson.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Constitucional\Estudo self-restraint judicial STF negoiacoes politicas direito constitucional.doc","02 - Estudos e concursos","","Direito Constitucional","Estudo self-restraint judicial STF negoiacoes politicas direito constitucional.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R001.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Empresarial\Registro de protesto Tabelionato DMI 1466-04 julho 2013.doc","01 - Juridico","Peticoes","Empresarial","Registro de protesto Tabelionato DMI 1466-04 julho 2013.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cafe Piranguinho.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Administrativo\Protesto CDA 03000433353 CAFE PIRANGUINHO LTDA CNPJ 08178302000166 2015.pdf","01 - Juridico","Outros processuais","Administrativo","Protesto CDA 03000433353 CAFE PIRANGUINHO LTDA CNPJ 08178302000166 2015.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 017180-1.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Recursos\Tributario\Mandado Seguranca 2009380001718 Jose Afonso Assumpcao Beatriz Piacenza Assumpcao IRPF 2009.doc","01 - Juridico","Recursos","Tributario","Mandado Seguranca 2009380001718 Jose Afonso Assumpcao Beatriz Piacenza Assumpcao IRPF 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 005828-2.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\Acao Ordinaria 2008380005828 Geraldo Martins Vales Uniao Federal TCU 2008.doc","01 - Juridico","Peticoes","Administrativo","Acao Ordinaria 2008380005828 Geraldo Martins Vales Uniao Federal TCU 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\prefeito eleicoes 2012 gabinete LF analista.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Eleitoral\Relatorio Consulta Processo PREFEITO 2012.doc","01 - Juridico","Outros processuais","Eleitoral","Relatorio Consulta Processo PREFEITO 2012.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Marajinho 08.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Administrativo\Protesto Titulos MARAJINHO AGROINDUSTRIAL LTDA CNPJ 04532682000134 2014.pdf","01 - Juridico","Outros processuais","Administrativo","Protesto Titulos MARAJINHO AGROINDUSTRIAL LTDA CNPJ 04532682000134 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Sao Pedro.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Civel\Edital Praca Leilao Acao Cobranca Taxa Condominial 0024043939339 Condominio Edificio Royale Lucas Gontijo Chagas 2011.doc","01 - Juridico","Outros processuais","Civel","Edital Praca Leilao Acao Cobranca Taxa Condominial 0024043939339 Condominio Edificio Royale Lucas Gontijo Chagas 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Tela de cadastro do Mobills.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Faturas e boletos\Assinatura Recorrente Cancelada 3106397 28012021.pdf","04 - Pessoal e financeiro","","Faturas e boletos","Assinatura Recorrente Cancelada 3106397 28012021.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Folha de resposta.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Raciocinio Logico e Matematica\Prova Folha Respostas Poder Judiciario Uniao 2015.pdf","02 - Estudos e concursos","","Raciocinio Logico e Matematica","Prova Folha Respostas Poder Judiciario Uniao 2015.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Serra 3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Civel\Edital Praca Acao Cumprimento Sentenca 0024057502502 Condominio Edificio Walter Antonio Frederico Guilherme Manetta Martins Belem 2011.doc","01 - Juridico","Outros processuais","Civel","Edital Praca Acao Cumprimento Sentenca 0024057502502 Condominio Edificio Walter Antonio Frederico Guilherme Manetta Martins Belem 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Trabalhista\DOC 14 - reuniao de recepcao de outros empregados - Igor e Jose.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Comunicacoes internas\Registro Reuniao PRM Correios Planejamento Colaboradores 2014.pdf","03 - Administrativo","","Comunicacoes internas","Registro Reuniao PRM Correios Planejamento Colaboradores 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R024.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Administrativo\Registro Protesto Duplicata DMI 896C 13112013 22012014 Valor 99666.doc","01 - Juridico","Outros processuais","Administrativo","Registro Protesto Duplicata DMI 896C 13112013 22012014 Valor 99666.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\26-12-2014.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Listas e planilhas\Registro Log Controle Cartorio Upload Confirmacao 2014.pdf","03 - Administrativo","","Listas e planilhas","Registro Log Controle Cartorio Upload Confirmacao 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 014904-9.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Recursos\Tributario\Embargos Execucao 2007380014904 Uniao Federal Marcelo Albano Ferreira Morais Anacleto Correia Faria Neto Sergio Quirino Guimaraes Messias Rosa Nascimento Sebastiao Goncalves Jesus 2007.doc","01 - Juridico","Recursos","Tributario","Embargos Execucao 2007380014904 Uniao Federal Marcelo Albano Ferreira Morais Anacleto Correia Faria Neto Sergio Quirino Guimaraes Messias Rosa Nascimento Sebastiao Goncalves Jesus 2007.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento digitalizado - 11-05-2014 (5).pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Comprovantes e recibos\Comprovante Saque Banco Postal Banco Brasil 30042014 Agencia 1663 Tabelionato Protesto.pdf","04 - Pessoal e financeiro","","Comprovantes e recibos","Comprovante Saque Banco Postal Banco Brasil 30042014 Agencia 1663 Tabelionato Protesto.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\23-05-2014.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Listas e planilhas\Registro Log Controle Cartorio Upload Confirmacao 2014 (2).pdf","03 - Administrativo","","Listas e planilhas","Registro Log Controle Cartorio Upload Confirmacao 2014 (2).pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 018832-5.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\SENTENCA MS 2008.38.00.018832-5 Receita Federal Contagem MG 2008.doc","01 - Juridico","Acordaos e decisoes","Administrativo","SENTENCA MS 2008.38.00.018832-5 Receita Federal Contagem MG 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\CAFIS 01.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\OFICIO Conselho Nacional de Justica Justica Aberta.doc","03 - Administrativo","","Outros","OFICIO Conselho Nacional de Justica Justica Aberta.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Marajinho 15.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\INTIMACAO Protesto de Titulos MARAJINHO AGROINDUSTRIAL TRANSPORTES ZILLI 2014.pdf","03 - Administrativo","","Outros","INTIMACAO Protesto de Titulos MARAJINHO AGROINDUSTRIAL TRANSPORTES ZILLI 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 19-05-2014.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\REGISTRO LOG Cartorio Upload Confirmacao Brazopolis 2014.pdf","03 - Administrativo","","Outros","REGISTRO LOG Cartorio Upload Confirmacao Brazopolis 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 020208-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Ambiental\SENTENCA HABEAS DATA 2008.38.00.020208-0 IBAMA criador passaro 2008.doc","01 - Juridico","Acordaos e decisoes","Ambiental","SENTENCA HABEAS DATA 2008.38.00.020208-0 IBAMA criador passaro 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 022654-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\SENTENCA ACAO ORDINARIA 2006.38.00.022654-0 CEF financiamento habitacional 2006.doc","01 - Juridico","Acordaos e decisoes","Civel","SENTENCA ACAO ORDINARIA 2006.38.00.022654-0 CEF financiamento habitacional 2006.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Sion - Marcelo Cardoso Chinait.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Despachos e votos\Civel\EDITAL PRACA 10 VARA CIVIL BELO HORIZONTE Condominio Los Angeles 2011.doc","01 - Juridico","Despachos e votos","Civel","EDITAL PRACA 10 VARA CIVIL BELO HORIZONTE Condominio Los Angeles 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 017631-0 A.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\DECISAO EMBARGOS EXECUCAO 2006.38.00.017631-0 PIS contribuicao 2006.doc","01 - Juridico","Acordaos e decisoes","Tributario","DECISAO EMBARGOS EXECUCAO 2006.38.00.017631-0 PIS contribuicao 2006.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\jurisdicional completa 7-4.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Eleitoral\ACORDAO AIME 9162 2012 Israel Ribeiro Edilomar Nery Prefeito.doc","01 - Juridico","Acordaos e decisoes","Eleitoral","ACORDAO AIME 9162 2012 Israel Ribeiro Edilomar Nery Prefeito.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 022764-5.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\SENTENCA ACAO ORDINARIA 2006.38.00.022764-5 UFMG reajuste 1995.doc","01 - Juridico","Acordaos e decisoes","Administrativo","SENTENCA ACAO ORDINARIA 2006.38.00.022764-5 UFMG reajuste 1995.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 018210-4.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\SENTENCA ACAO MONITORIA 2006.38.00.018210-4 ECT SITCOM Telecomunicacoes 2006.doc","01 - Juridico","Acordaos e decisoes","Civel","SENTENCA ACAO MONITORIA 2006.38.00.018210-4 ECT SITCOM Telecomunicacoes 2006.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 006707-6.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\SENTENCA MANDADO SEGURANCA 2010.38.00.006707-6 IBAMA Regularidade Cadastral 2010.doc","01 - Juridico","Acordaos e decisoes","Administrativo","SENTENCA MANDADO SEGURANCA 2010.38.00.006707-6 IBAMA Regularidade Cadastral 2010.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 017254-1.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\SENTENCA EMBARGOS EXECUCAO 2004.38.00.017254-1 CEF expurgos inflacionarios 2004.doc","01 - Juridico","Acordaos e decisoes","Civel","SENTENCA EMBARGOS EXECUCAO 2004.38.00.017254-1 CEF expurgos inflacionarios 2004.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\2944.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\PARECER TECNICO 2.944 2013 DAZIR BORGES SOUZA ECT SINTCOM 2013.doc","01 - Juridico","Peticoes","Trabalhista","PARECER TECNICO 2.944 2013 DAZIR BORGES SOUZA ECT SINTCOM 2013.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 007874-7A.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\SENTENCA ACAO ORDINARIA 2009.38.00.007874-7 FASAL contribuicao balanco 2009.doc","01 - Juridico","Acordaos e decisoes","Tributario","SENTENCA ACAO ORDINARIA 2009.38.00.007874-7 FASAL contribuicao balanco 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\EE - Vilma da Silva Machado.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\EMBARGOS EXECUCAO 234300-255.1997.5.03.0016 ECT VILMA DA SILVA MACHADO 1997.doc","01 - Juridico","Peticoes","Trabalhista","EMBARGOS EXECUCAO 234300-255.1997.5.03.0016 ECT VILMA DA SILVA MACHADO 1997.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 11-03-2014.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\REGISTRO LOG Cartorio Upload Confirmacao Brazopolis 2014 (2).pdf","03 - Administrativo","","Outros","REGISTRO LOG Cartorio Upload Confirmacao Brazopolis 2014 (2).pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R031.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\REGISTRO PROTESTO BANCO BRADESCO DUPLICATA DMI 00144 2014.doc","03 - Administrativo","","Outros","REGISTRO PROTESTO BANCO BRADESCO DUPLICATA DMI 00144 2014.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\ESPCVBF - V1 312352AGO2013.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\AVALIACAO SEGURANCA Condominio Villa Bella Florenca Paulinia SP 2013.doc","03 - Administrativo","","Outros","AVALIACAO SEGURANCA Condominio Villa Bella Florenca Paulinia SP 2013.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 007476-5.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\SENTENCA ACAO MONITORIA 2003.38.00.007476-5 ECT AMP Consultoria 2003.doc","01 - Juridico","Acordaos e decisoes","Civel","SENTENCA ACAO MONITORIA 2003.38.00.007476-5 ECT AMP Consultoria 2003.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\EE - Selma Teixeira Martins.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\CARTA PRECATORIA 1517-56.2013.5.03.0105 ECT SELMA TEIXIERA MARTINS 2013.doc","01 - Juridico","Peticoes","Trabalhista","CARTA PRECATORIA 1517-56.2013.5.03.0105 ECT SELMA TEIXIERA MARTINS 2013.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\2a SECAO 2012-2011.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Civil\COMPILACAO INFORMATIVOS Segunda Secao STJ 2012 2011.doc","02 - Estudos e concursos","","Direito Civil","COMPILACAO INFORMATIVOS Segunda Secao STJ 2012 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\IUS - INSTRUCOES.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\ORIENTACOES ABERTURAS PASTAS Riscos Processuais ECT 2011.pdf","03 - Administrativo","","Outros","ORIENTACOES ABERTURAS PASTAS Riscos Processuais ECT 2011.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\jurisdicional 10-3.3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Eleitoral\acordao ministerio 2012 maria thereza assis moura.doc","01 - Juridico","Acordaos e decisoes","Eleitoral","acordao ministerio 2012 maria thereza assis moura.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Luiz Antonio Pierrotti 2.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Oficios e memorandos\expediente desligamento pdv administrativo.pdf","03 - Administrativo","","Oficios e memorandos","expediente desligamento pdv administrativo.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\022972-8.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Previdenciario\Sentenca AO 2007.38.00.022972-8 Wilson Luiz de Queiroga INSS 2007.doc","01 - Juridico","Peticoes","Previdenciario","Sentenca AO 2007.38.00.022972-8 Wilson Luiz de Queiroga INSS 2007.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Serra 1 - execucao fiscal.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\Edital Leilao Execucao Fiscal Fazenda Publica Belo Horizonte MG 2011.doc","01 - Juridico","Peticoes","Administrativo","Edital Leilao Execucao Fiscal Fazenda Publica Belo Horizonte MG 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 011592-3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Empresarial\Sentenca AO Monitoria 2009.38.00.011592-3 Caixa Economica Federal 2009.doc","01 - Juridico","Peticoes","Empresarial","Sentenca AO Monitoria 2009.38.00.011592-3 Caixa Economica Federal 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\26-09-2016 - PROT 13734.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Contratos e termos\Registro Log Cartorio Upload Confirmacao Brazopolis 2016.pdf","03 - Administrativo","","Contratos e termos","Registro Log Cartorio Upload Confirmacao Brazopolis 2016.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\MADED3~1.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Formularios\Relatorio Alienacao por Venda Imoveis.doc","03 - Administrativo","","Formularios","Relatorio Alienacao por Venda Imoveis.doc"
