relpath	size	sha1	paginas	len_norm	sha1_norm	ano_zip	data_pasta	data_nome	n_nome	data_texto	n_texto	id_pasta	n_atas_sup	n_atas_reg	n_atas_incertas	atas	flags
BEs 1936\MAIO\16\99999\00000007.pdf	5288715	b641d4d8479f3f8293357ab975b6938e23d9090d	48	255729	95d9d1471fa61809972f3d1a445b6b55a49f52fa	1936	1936-05-16			1936-05-14		99999	1	0	0	superior:ordinaria:44:1936-05-11:4	data_divergente
BEs 1936\MAIO\18\100177\00000019.pdf	3884741	2aa8620c5e6d65450bc7c568031c45a7e16abbee	39	199140	634f1e79270cef14c649ce4735c87a39bc56174f	1936	1936-05-18			1937-05-18		100177	1	0	0	superior:ordinaria:::12	data_divergente
BEs 1936\MAIO\1936_boletim_eleitoral_a5_n61.pdf	12867659	720d3d5b41e2ec5133f250ff8e17330c90b1948f	16	91147	d25aa50b268a6cadc448c9df4af117df09636f5b	1936	1936-05		61	1936-05-26	61		1	0	0	superior:ordinaria:47::4	
BEs 1936\MAIO\1936_boletim_eleitoral_a5_n63.pdf	48469085	4fe275215ca45f9c194afd57d305af3097f7d614	61	336307	ee8fe024afdcedeb40da14fc6cc735ad4957463d	1936	1936-05		63	1936-05-25			0	2	0	regional::18:1936-04-29:10;regional:::1936-05-13:12	
BEs 1936\MAIO\1936_boletim_eleitoral_a5_n64.pdf	18417889	d6805550dac89e8872a3d82dc7c4d23c8addb6a7	22	116821	dbab814a31f026a8600b5835e7ad19f101aeb71a	1936	1936-05		64	1936-04-22			0	0	1	desconhecido:ordinaria:52:1936-05-29:3	
BEs 1936\MAIO\19\100000\00000008.pdf	3867494	9b71b069226ab0481033e8ef996161261fcc9baa	33	175299	f56f9ab8f18c15f4bd65341d90c9df547e60b4f2	1936	1936-05-19			1936-05-19	58	100000	1	0	0	superior:ordinaria::1936-05-13:5	
BEs 1936\MAIO\20_1936_boletim_eleitoral_a5_n59.pdf	30636905	36ca158a43b3a9a04e850c85d87284ce7412022e	38	207841	0751ca1b5f0344e120a307dcc415bfa18bf32cfc	1936	1936-05	1936-05-20	59	1936-03-13			0	0	1	desconhecido:ordinaria:6:1936-05-15:4	
BEs 1936\MAIO\21_1936_boletim_eleitoral_a5_n60.pdf	30667544	8b3ef263f8d2ba3f685d44298f66888ae0ec75e4	38	216032	9d66fba5c911e0ac91c200edb66205e312faf423	1936	1936-05	1936-05-21	60	1936-05-23	60		0	0	0		
BEs 1936\MAIO\23_1936_boletim_eleitoral_a5_n62.pdf	33999154	575e5a4fc609dc4e54dec9a01331451634bd8ade	40	242537	3447affbe7a24dc08aff3305064bbcbf0893886b	1936	1936-05	1936-05-23	62		62		5	0	0	superior:ordinaria:50:1936-05-25:2;superior::48:1936-05-20:5;superior::49:1936-05-22:6;superior:ordinaria:50::6;superior::17:1936-04-22:13	
BEs 1936\MARÇO\00000006 (1936).pdf	4363982	d77c935f100eb14d2b19ea76ee05861dce7eba54	40	220978	5d3a16e2d6b47ee2ed61e27cc4c658fd123cc950	1936	1936-03			1936-03-14	31		1	0	0	superior:ordinaria::1936-03-09:5	
BEs 1936\MARÇO\00000007 (n. 32 -1936).pdf	2174494	ee408222e05cf132f8fd7a1440567f39ca78ff4b	24	115822	6ce0a360868cdc7a3c4abcc3dd731fd5d573f8c3	1936	1936-03						0	0	0		
BEs 1936\MARÇO\00000008  (março .33).pdf	1234715	2afcbfa4e295ae0d35a20717af56d3ab4b61095b	13	61811	205df473ab29e321db5abd6ce58d6ac2d0a200ae	1936	1936-03						1	0	0	superior:ordinaria:24:1936-03-13:4	
BEs 1936\MARÇO\03\99929\00000001.pdf	2501515	a67dcdc16f4833a3a7ef1727208299692019a95e	25	129276	f4bc0b7578258911585ef4444af8c60dd6d3a242	1936	1936-03-03			1936-03-03		99929	0	0	0		
BEs 1936\MARÇO\03\99964\00000026.pdf	2597202	9e1392f0bfc8f49a95a9483cc73adba26fc1c67a	25	129130	c49f43d066dda00795a542e337a6c9041fbdc3c5	1936	1936-03-03			1936-03-03		99964	0	0	0		
BEs 1936\MARÇO\05\99930\00000002.pdf	2112211	4a38e6e4dd2d66939d2df3781fb69d2b5a3717d1	23	109790	1105be593febedfdc644e4b5699cb8049908c3b3	1936	1936-03-05			1936-01-29		99930	1	0	0	superior:ordinaria::1936-02-02:4	data_divergente
BEs 1936\MARÇO\05\99965\00000027.pdf	2154174	6ce9b1dfaefdaa403e1ed637ae55fc1abffc4a67	22	105904	99d2f2f4d0051a0b5de9fb24165441d574986149	1936	1936-03-05			1936-01-29		99965	1	0	0	superior:ordinaria:20:1936-02-21:4	data_divergente
BEs 1936\MARÇO\07\99931\00000003.pdf	4600062	3e725f4e8b149301ae7798e0c0f81347addf7c89	41	235124	696fc9dcd6c5a4f83cfcd79dfa9aefc145b7865c	1936	1936-03-07			1936-03-07		99931	2	0	0	superior:ordinaria:23::4;superior:::1936-01-20:5	
BEs 1936\MARÇO\07\99967\00000028.pdf	5211127	9fd6f71fdbe4de38074bc9e99a4880bbf8840b49	41	236651	9ded7da623b0a9be940adb9b4cda06e0e224ff56	1936	1936-03-07			1936-03-07		99967	2	0	0	superior:ordinaria:21:1936-03-02:4;superior:::1936-01-20:5	
BEs 1936\MARÇO\10\99932\00000004.pdf	2304767	0384b2abed37bd62603db7967623344db8c8ec06	24	117563	30543d39114bd40b151e602ade7e16aa6a51466c	1936	1936-03-10			1935-11-22		99932	0	0	0		data_divergente
BEs 1936\MARÇO\10\99970\00000029.pdf	2417807	fe5cf1255f931c751c3d8da0cf723d99e951c9c0	24	117513	9fbc4338ec7f385f6cfd4976ef06d608f410b435	1936	1936-03-10			1935-11-22		99970	0	0	0		data_divergente
BEs 1936\MARÇO\12\99958\00000005.pdf	4119881	a292e00f7ed849ce3bf28b5c1c0de4c4deda52fd	38	210350	8aabac07b7ef5b31a68d865a3a0484bd1db3a54e	1936	1936-03-12			1936-03-12		99958	0	0	0		
BEs 1936\MARÇO\12\99971\00000030.pdf	4684943	e27f6e1c8d008b4d2f718d93411e48482be164cf	38	209084	b84f368bd2d23c7071d7b198a144aaf8ad40b2a7	1936	1936-03-12			1936-03-12	3	99971	0	0	0		
BEs 1936\MARÇO\14\99972\00000031.pdf	5018018	1c64327445ca5f14f2e689aa8c52db2519daedf5	40	221106	64248d99f8ca8c72e969b7c9b457cafa1fac3c21	1936	1936-03-14			1936-03-14	31	99972	2	0	0	superior:ordinaria:22:1936-03-04:5;superior:ordinaria:23:1936-03-09:5	
BEs 1936\MARÇO\17\99973\00000032.pdf	2302949	43378857a448205d496ac15cbb3a1840c0ff197c	24	116092	8f484f229bb72f33b4182d06bd0101dfda696389	1936	1936-03-17			1936-03-17	32	99973	0	0	0		
BEs 1936\MARÇO\19\99974\00000033.pdf	1289968	bc79284fbfc09b4c20fc5dd7ed4b7420fcd71734	13	61811	a0eff32180f91456671179d4fe10481bd1e10ec0	1936	1936-03-19			1936-01-17		99974	1	0	0	superior:ordinaria:24:1936-03-13:4	data_divergente
BEs 1936\MARÇO\21\99962\00000009.pdf	3688211	ba5e6539932dd6d059394a26a571ee6e8ac92a34	33	189366	7452a3d341aea50193841ddd327e9a060177aa04	1936	1936-03-21			1932-05-10		99962	1	0	0	superior:ordinaria:25::4	data_divergente
BEs 1936\MARÇO\21\99975\00000034.pdf	4163024	43c1c9f9899103a2e5944496cce544005df1eff9	33	190550	14d4b8289b31aaa5b6f38a4553b37c486ffd0d6f	1936	1936-03-21			1935-05-10		99975	1	0	0	superior:ordinaria:25::4	data_divergente
BEs 1936\MARÇO\24\99963\00000010.pdf	3394695	d7c9b5b95230c5b75a71497029f7d9a9f1055a20	33	163177	e35b4d7f39ecdd8fcf8bb99d85981d8ef64f1077	1936	1936-03-24			1934-09-11		99963	0	0	0		data_divergente
BEs 1936\MARÇO\24\99976\00000035.pdf	4015333	4b6d5ff5d64d305908ebde6888a76b76dc4f5ae1	33	163376	8e275175b4dc6a646069fc6f0aae5a7074ac354d	1936	1936-03-24			1936-03-19		99976	0	0	0		data_divergente
BEs 1936\MARÇO\26\99966\00000011.pdf	2487020	fe1a830e26652f9881f342df5539aceb98371626	25	132125	fc59643a72107b4f7e0de6356528cf66c2484ac8	1936	1936-03-26			1936-03-26		99966	0	0	0		
BEs 1936\MARÇO\26\99978\00000036.pdf	2585311	3c02e6a878e6bde83ca55cc7813a5dcb04bc9822	25	133658	3ecf7b0249afadbf801cdd6b6406c9e4c41cd2c0	1936	1936-03-26			1936-03-26		99978	1	0	0	superior::26:1936-03-18:4	
BEs 1936\MARÇO\28\99968\00000012.pdf	2335844	63400d60457c2fb94488b38083fdb5fd91471478	24	123614	9f28c9e9f3f3bb6fe365f9a75778d3dadba233da	1936	1936-03-28			1936-03-25		99968	0	0	0		data_divergente
BEs 1936\MARÇO\28\99980\00000037.pdf	2408039	43b374b31eb338aec7b5459c4657b047a337da50	24	123877	4e6d49137240e0ca6c0254676b954de8eecc90b7	1936	1936-03-28			1936-03-28		99980	0	0	0		
BEs 1936\MARÇO\31\99969\00000013.pdf	3488163	d5358fbfe5f3a7d6165c0b75720c935a4d2b52de	33	176759	24559693da5ba50dc6dd077afd0f1583872ac2eb	1936	1936-03-31			1936-03-31	38	99969	1	0	0	superior:ordinaria:27:1936-03-25:4	
BEs 1936\MARÇO\31\99981\00000038.pdf	3941157	4cc98b107862f4f8528fac7cc18a3ac376b6c7e1	33	177906	fba8959176be7b12bd8df7758589e7f0f8180e19	1936	1936-03-31			1936-03-31		99981	1	0	0	superior:ordinaria:27:1936-03-25:4	
BEs 1936\NOVEMBRO\05\100047\00000014.pdf	3634733	2719cfbe0ade82d0e22cc57265a3052c99be57dc	32	162347	12eae7b99cca19009322de717bda0ab32ce5921f	1936	1936-11-05			1936-11-05		100047	2	0	0	superior:ordinaria::1936-10-30:5;superior::43:1936-10-21:8	
BEs 1936\NOVEMBRO\07\100048\00000015.pdf	3629632	14181afdd0df4c81c9d04adc4232d5e9790ea18a	32	169152	624cc923271dae70395c5e610288516119ab6aad	1936	1936-11-07			1936-06-19		100048	1	0	0	superior:ordinaria:114:1936-11-04:7	data_divergente
BEs 1936\NOVEMBRO\10\100049\00000016.pdf	3496902	53c7eb008052ebdd2d3a3432d12cee56f0833f45	32	167319	2158d6c179023dac1937ce0997a22b7ec6e7142d	1936	1936-11-10			1936-10-21		100049	1	0	0	superior:ordinaria:115:1936-11-06:15	data_divergente
BEs 1936\NOVEMBRO\12\100050\00000017.pdf	4143393	c702ca4ff5ef41cd89f922b273f5dde6d77a9ac7	33	180743	eb9b8751d384d9ff95be1c240bc15b3de31e7d70	1936	1936-11-12			1936-11-12		100050	0	0	0		
BEs 1936\NOVEMBRO\14\100052\00000018.pdf	3941274	3d817f19a827c472b4ef42ee55824715d1abce08	32	176041	f8f19cca7b2a78ee632968c0f363bf64c54b7044	1936	1936-11-14			1936-11-14		100052	1	0	0	superior:ordinaria:117:1936-11-11:15	
BEs 1936\NOVEMBRO\17\100053\00000019.pdf	5774558	4f024a04f64c9aa337ec765b2c03bfcfbca6034f	49	280512	ec302b8213dd0a35c7eeaf78e1824802ac7dba7a	1936	1936-11-17			1935-07-24		100053	1	0	0	superior:ordinaria:118:1936-11-13:4	data_divergente
BEs 1936\NOVEMBRO\19\100054\00000020.pdf	3995854	ee4cbce0cb8dc4c253220fce94df30c71a9a2469	33	171692	faac19e2e1df314980afb803069a2a5e2fb8f5ab	1936	1936-11-19			1936-11-16		100054	1	1	0	superior:ordinaria:119::4;regional::44::12	data_divergente
BEs 1936\NOVEMBRO\21\100055\00000021.pdf	3912109	318458388e6eca2fd7e74837b0e939ca2dd91607	33	178000	9face83edf6f26940e144486bf3ec3b9fadcd683	1936	1936-11-21			1936-11-21		100055	1	0	0	superior:ordinaria:120:1936-11-18:4	
BEs 1936\NOVEMBRO\24\100056\00000022.pdf	3418136	4156d580609ae3f2ee08b33f71309847ebea2dbe	31	158206	55a37127f1c37a53aaa84f473b103d1cb7e388b7	1936	1936-11-24			1936-11-21		100056	1	0	0	superior:ordinaria:121:1936-11-20:4	data_divergente
BEs 1936\NOVEMBRO\26\100057\00000023.pdf	5147961	1ed760fb047450c0edb522114065caef947a2ea6	47	249079	c76ffe5d5e8fe1f06bd25b3d1198d04259887bda	1936	1936-11-26			1936-11-26		100057	1	0	0	superior:ordinaria:12:1936-11-23:5	
BEs 1936\NOVEMBRO\28\100058\00000024.pdf	4239774	ab35eb8fd89d911320dff59db8f747fcd4ada641	33	185908	365ec9b73bb4069880537938577280cac4a714bb	1936	1936-11-28			1936-10-28		100058	1	0	0	superior:ordinaria:123::6	data_divergente
BEs 1936\OUTUBRO\01\100029\00000001.pdf	10014859	6588d44a261edc1fc2164b65226165c80845d3a5	79	469054	e4c0c4c882b3e387522ed4fa952dbe8964770027	1936	1936-10-01			1936-07-24		100029	0	0	0		data_divergente
BEs 1936\OUTUBRO\03\100031\00000002.pdf	2606462	8d5cc982b16a15c7e94314116b3647b50d2b9f5a	25	113646	f2016edffc6a8723eab1b8f1a7dbeab2e3e1ce05	1936	1936-10-03			1936-10-03	117	100031	0	0	0		
BEs 1936\OUTUBRO\06\100032\00000003.pdf	1754557	38f79d7ac2fd076cb7f7ce83c4749bb872570387	15	70421	254b1b7b5f89d69af1b02a63f4e4d5cf434b010d	1936	1936-10-06			1936-10-06		100032	0	0	0		
BEs 1936\OUTUBRO\08\100033\00000004.pdf	5288450	fb815da62fa2a6629f8db5cbcfbcef4af954be55	41	234124	b10776cdc6544c6c075be5b4c1f55b8dbbcd566a	1936	1936-10-08			1936-10-08		100033	1	0	0	superior:ordinaria:103:1936-10-05:4	
BEs 1936\OUTUBRO\10\100035\00000005.pdf	2157013	742624651c821bc5bb2595d0a0ae54fa3622ba78	17	88172	d636fcf5d233ef951211d5d885b3c753597badbe	1936	1936-10-10			1936-06-15		100035	0	0	0		data_divergente
BEs 1936\OUTUBRO\15\100037\00000006.pdf	2658461	ed518602cd0455530937933d54b0aafd9695efc9	23	114030	40a0a1ff776d0a07a8327bce4044a0403c049cd4	1936	1936-10-15			1936-10-15		100037	1	0	0	superior:ordinaria:105::5	
BEs 1936\OUTUBRO\17\100038\00000007.pdf	5970295	563eab265ee174f7e4fa94ac5cdacadfb7e29579	49	274574	629acdd369e58ccc3d7784cba9755d0a93ed4dba	1936	1936-10-17			1936-09-18		100038	1	0	0	superior:ordinaria:106:1936-10-14:7	data_divergente
BEs 1936\OUTUBRO\20\100039\00000008.pdf	3653903	50083e7eb74630e086c89c923e157e6a61dd3849	31	163979	d618c9c9513b9341c0e2b7b5d9453b60dfba428a	1936	1936-10-20			1936-10-20	123	100039	0	0	0		
BEs 1936\OUTUBRO\22\100040\00000009.pdf	2384392	f149c0185ee381cd155bfa71b7fdcaf9a90afdb4	23	109169	c0a8802f1f16f232d9204873d35e9e99fab34739	1936	1936-10-22			1936-10-22	124	100040	0	2	0	regional::40:1936-09-30:8;regional::41:1936-10-07:9	
BEs 1936\OUTUBRO\24\100041\00000010.pdf	2931862	049671c15edc10bece9f91f0fcf4bc12e7f7c3fb	25	137185	cfed809fbedebf4aa5a4f12e45c5c236b3cdd7c4	1936	1936-10-24			1936-08-28		100041	0	0	0		data_divergente
BEs 1936\OUTUBRO\27\100042\00000011.pdf	5566862	1feba4f4be167ab5efa4bddd6e19748cf37b625e	46	249572	a217124be8c5312aee0e49b9041e27b66d9fbad9	1936	1936-10-27			1936-10-27	126	100042	1	0	0	superior:ordinaria:11:1936-10-23:4	
BEs 1936\OUTUBRO\29\100044\00000012.pdf	2806644	9984f72a60aa14d5f50c63cf6f7290f8122a0b7e	25	126125	36363d1f789f15cc4ae89f98d13dd6d68ba8f89f	1936	1936-10-29			1936-09-09		100044	1	0	0	superior:ordinaria:111:1936-10-26:4	data_divergente
BEs 1936\OUTUBRO\31\100046\00000013.pdf	3860271	4d8f1eb97dcd980f4c285ef844499d4cf0037677	31	159237	9cfd77dfff6680193ba09f840f8a52649fd6f697	1936	1936-10-31			1936-10-28		100046	0	0	0		data_divergente
BEs 1936\SETEMBRO\01\100146\00000028.pdf	908966	c0acde2eec5fde6185d0bd5337dfc4fd0f13cedf	9	42050	5156c4d296f8bda57984af8c9df56df0a6f3fc16	1936	1936-09-01			1936-09-01		100146	0	0	0		
BEs 1936\SETEMBRO\03\100147\00000029.pdf	1834370	fd39d0f695458b7669a01f4bd8163955cb08a018	17	84912	2a6ad3a68b646c2d40dbd392e03075066af2bb10	1936	1936-09-03			1936-06-10		100147	1	0	0	superior:ordinaria:90:1936-08-28:4	data_divergente
BEs 1936\SETEMBRO\05\100148\00000030.pdf	3519670	0488af99abe561c6db9c9270ce0c5f3dcb8f06fc	32	162915	1b7678a5e0bd9fa6cf86b16b134133502d519a6a	1936	1936-09-05			1936-08-20		100148	0	0	0		data_divergente
BEs 1936\SETEMBRO\08\100149\00000031.pdf	644998	48bb75d9a0e30ba4c534593ad7898ef275f04a60	7	29035	7ad5cf4d6d4522411831a12327919559dd05b60f	1936	1936-09-08			1936-06-03		100149	0	0	0		data_divergente
BEs 1936\SETEMBRO\10\100150\00000032.pdf	1792510	604ab0ee964efc03f8151288181d3132de5e75cd	17	82608	8efcbbfe0cfe94695b36e99ce3c548d9a49a3e19	1936	1936-09-10			1936-09-04		100150	0	0	0		data_divergente
BEs 1936\SETEMBRO\1936_boletim_eleitoral_a5_n108.pdf	23219516	59a09b952eba137dc174baa51472f15b756b4e83	30	154426	67a56d9e1ddfb9e24dd4a685b1a0907d788f99fc	1936	1936-09		108	1936-08-24			3	0	0	superior:ordinaria:92:1936-09-04:3;superior:ordinaria:93:1936-09-09:3;superior::34:1936-08-19:9	
BEs 1936\SETEMBRO\1936_boletim_eleitoral_a5_n109.pdf	11574812	f7646b8930f83d5e1a270214c5b845e29ccc88d7	15	75231	28bc72351d3182db21ebfd28505e3b2ad3dd0e5b	1936	1936-09		109	1936-09-15	10		0	0	0		
BEs 1936\SETEMBRO\1936_boletim_eleitoral_a5_n110.pdf	11209790	33e3b51e3a82a8c475cc7b231aac542ebb0d0dd7	15	78011	d7ea1752fdeb421680ffbcf62b7e3ef13f3405a5	1936	1936-09		110		110		1	0	0	superior:ordinaria:95:1936-09-14:3	
BEs 1936\SETEMBRO\1936_boletim_eleitoral_a5_n111.pdf	13338507	7c779739eaeb919913b2d161f0e81b86af81399d	16	91999	595fb925c2613cc372159443d49b3c68f18ba46e	1936	1936-09		111	1936-08-26			1	0	0	superior:ordinaria:96:1936-09-16:3	
BEs 1936\SETEMBRO\22\100155\00000037.pdf	4661713	6f6b0a3fced06fc3b48e88bb4f79511dcb2fda51	41	228417	b1ee71da478639416866b5ce6e8596604dbdbde9	1936	1936-09-22			1936-09-17		100155	3	0	0	superior:ordinaria:97:1936-09-18:4;superior:::1936-09-02:9;superior::37:1936-09-09:10	data_divergente
BEs 1936\SETEMBRO\24\100156\00000038.pdf	3699874	e0a41a70e25a98fb1b6adc758452285f025e1de6	33	184135	2352119857b053387ebceea2245a91f1083d33aa	1936	1936-09-24			1936-07-24		100156	1	0	0	superior:ordinaria:98:1936-09-01:4	data_divergente
BEs 1936\SETEMBRO\26\100157\00000039.pdf	1845842	383f2b67b29e10a453883535e2a51e72b168e036	17	87980	f9f7fa7fc91018445dbd79cc08282bd1fbb0c980	1936	1936-09-26			1936-07-03		100157	1	0	0	superior:ordinaria:99:1936-09-23:4	data_divergente
BEs 1936\SETEMBRO\29\100158\00000040.pdf	1792824	3374eaf2389305a68fc37a24fc57190f2922e1fe	17	84541	259c14781cdc6f6d25cfbae725a52412a01799d9	1936	1936-09-29					100158	1	0	0	superior:ordinaria:100::4	
BEs 1937\ABRIL\01\100159\00000001.pdf	3431309	24e32d9910d4c2b0cae280dc3043918fc5af84d2	33	166456	64912a8d26baec448d88433af48e26e659a85c49	1937	1937-04-01			1937-04-01		100159	0	0	0		
BEs 1937\ABRIL\03\100160\00000002.pdf	5599654	baba603fe8f3852d1a04f027c0e2a08043b1bb9d	48	279565	caba2691b063c4c8a66cdccf01e78cb068b419a7	1937	1937-04-03			1937-04-03	36	100160	0	1	0	regional:::1937-03-17:22	
BEs 1937\ABRIL\06\100161\00000003.pdf	5230657	2b6b36a82e9c55103abf93127f063f79db034855	48	271445	4686dcba202a16a8c4726ad7dc714f7af63fd90c	1937	1937-04-06			1937-04-05		100161	0	0	0		data_divergente
BEs 1937\ABRIL\08\100162\00000004.pdf	2615086	687e586d408dcb136aefd3bf24cf5c6ebb02c800	24	130916	aee4d3b4f1e1157bdf542d85ddc2f0be0677afb8	1937	1937-04-08			1937-04-07		100162	0	0	0		data_divergente
BEs 1937\ABRIL\10\100163\00000005.pdf	6892515	090bb39937efd9b481f14790349d40f7ea6fd8bf	61	350329	68ad69419fbc6a070c5aa8e472d06a2afe13d775	1937	1937-04-10			1937-04-10	39	100163	0	1	0	regional:::1937-03-23:21	
BEs 1937\ABRIL\13\100164\00000006.pdf	6035704	5353c4d231b808238e0a7a0ccecd96f8bfc0573d	55	299843	f1e3281d448c7c9ccc4f314d0949c45828b68888	1937	1937-04-13			1937-04-13		100164	0	0	0		
BEs 1937\ABRIL\15\100165\00000007.pdf	3298345	7c1af5e9698360b5f9b41a353995d73d9a2fa77c	32	164229	464ad316ec1e835bc3fbf1fbcd0b2e6525e8770c	1937	1937-04-15			1937-04-15		100165	0	0	1	desconhecido:ordinaria:39:1937-04-12:10	
BEs 1937\ABRIL\1937_boletim_eleitoral_a6_n42.pdf	39230136	adb782ea7bc4b88e53d702c0d70f860cc057ccab	48	272004	e84f92c462dbecaf00c50c27d2665024d78faa27	1937	1937-04		42	1937-04-17			0	0	1	desconhecido:ordinaria:40::12	
BEs 1937\ABRIL\20\100167\00000009.pdf	5305446	1e4c2c3a63a2d074a207f5f7617c6a0281e7d6e9	48	268941	fde5d77dd0c376e43447fde45393aa4ad20a30a9	1937	1937-04-20			1937-04-20		100167	0	0	0		
BEs 1937\ABRIL\24\100168\00000010.pdf	7078004	bac039214d7df18a9c00bad4a88f6c79e6a7290e	64	330124	47fac2f670e19285bf7673714e7e09cb63e16f8e	1937	1937-04-24			1937-04-24	44	100168	0	1	0	regional:ordinaria:42::17	
BEs 1937\ABRIL\27\100169\00000011.pdf	3837696	bf10431a127bbc7a15b5d9683a10f9914551f86c	32	182932	f7de67238b229c60ad861536aeb61b8cabd0b807	1937	1937-04-27			1937-04-22		100169	1	0	0	superior:ordinaria:43:1937-04-23:9	data_divergente
BEs 1937\ABRIL\29\100170\00000012.pdf	5065591	93a7db31d24909fcc57ddd9862e3d6548dd3876f	47	245080	8d5f38e436ef6320165425e00188915d4daac490	1937	1937-04-29			1937-04-29	4	100170	1	0	0	superior:ordinaria:44::9	
BEs 1937\AGOSTO\03\100221\00000001.pdf	8492681	45b8a65ff5473d785c352cc2065ad2824ed83e58	65	443785	548ab28e555d3df3d1e1dc0432036cae0fd0e233	1937	1937-08-03			1937-08-03		100221	1	0	0	superior:ordinaria:84:1937-07-30:17	
BEs 1937\AGOSTO\05\100242\00000002.pdf	8242681	49b513b787d9634a70b777cb0bd0fb2e47e41ef5	63	430143	9aad20476ff1b07a3b895283dcaec4b7b8a53682	1937	1937-08-05			1937-08-05	86	100242	1	0	0	superior:ordinaria:85:1937-08-02:17	
BEs 1937\AGOSTO\07\100243\00000003.pdf	3607365	4a0d691894c3eac507110d975fb64e63b2eedd6c	31	179383	c4268d1abdb21744b5e8982e9fff337039aa8283	1937	1937-08-07			1937-08-07	87	100243	0	0	0		
BEs 1937\AGOSTO\10\100244\00000004.pdf	8094532	f304e11333ddc073083e92fd96de20825bc899b7	61	416063	b13a634c1382f11bc710b13d1bfc88cf3990024a	1937	1937-08-10			1937-08-10		100244	1	0	0	superior:ordinaria:87:1937-08-06:16	
BEs 1937\AGOSTO\12\100245\00000005.pdf	6896329	45339fca23bfaa36b73c641d1be1d8e68836c062	56	349354	8ca4c7bc2d1bb04005838042014814c1f87936cd	1937	1937-08-12			1937-08-12	89	100245	1	0	0	superior:ordinaria::1937-08-09:18	
BEs 1937\AGOSTO\14\100246\00000006.pdf	6357680	1c913fffb187a0efcb3114459b0074510e3c2444	48	309260	aed5b49a0b174feb9839fc65375e2af89f7cb201	1937	1937-08-14			1937-08-14	90	100246	0	0	0		
BEs 1937\AGOSTO\17\100247\00000007.pdf	4246438	3329b13c009f7f0092d42308d5f4402925c26810	33	214478	c73a757e1cadafacf8f18067f4b11277e9bcde48	1937	1937-08-17			1937-08-17		100247	1	0	0	superior:ordinaria:90:1937-08-13:16	
BEs 1937\AGOSTO\19\100248\00000008.pdf	7234795	a79d0e2c48691bafc85b51dfc51f62b77d23814f	56	371945	4a9832e0a14db73014f6fd521b5f08a1dfb0c6e5	1937	1937-08-19			1937-08-19		100248	0	0	0		
BEs 1937\AGOSTO\21\100249\00000009.pdf	8426817	51c992f92e2b092b3b42c9066ccf65b383fac9bc	66	429214	d9656bc2ff3b86e4f64ba86e1e37f362ae4fd869	1937	1937-08-21			1937-08-21		100249	1	0	0	superior:ordinaria:92:1937-08-18:20	
BEs 1937\AGOSTO\24\100250\00000010.pdf	5581383	54696c492df5e47a30c42f410e0ba5ce216c0363	41	283274	582fe64cef38598fb9fc46d5167c942ac3632035	1937	1937-08-24			1937-08-24	94	100250	1	1	0	superior:ordinaria:3:1937-08-20:18;regional:::1937-08-11:20	
BEs 1937\AGOSTO\26\100251\00000011.pdf	10013325	5fde9072427cba572b0c24cdb4670b8684a20b9f	73	498002	32fb621194a3b61cea1a4a1be76207cfb560aeb3	1937	1937-08-26			1937-08-26	95	100251	1	0	0	superior:ordinaria:::17	
BEs 1937\AGOSTO\28\100252\00000012.pdf	6233159	1784d11e22f57de58c09fc7c517cc45e8addf16b	49	310133	e59e12d461f1136fc53bed338defd68844f126e4	1937	1937-08-28			1937-08-13		100252	1	0	0	superior:ordinaria:95::18	data_divergente
BEs 1937\AGOSTO\31\100253\00000013.pdf	9195738	53b14595d557769b66d598cdd74d069797b89464	65	470431	2c7ae0e00ed7f48fddb7004c52eb68d6f45ec2ea	1937	1937-08-31			1937-08-31	97	100253	1	0	0	superior:ordinaria:::17	
BEs 1937\FEVEREIRO\02\100098\00000013.pdf	5840830	a3afd52a12e17b2f195fc6a27653cd45c92ff8eb	47	273443	4c98e642f30200aec62ab4a6abde943dba1fc267	1937	1937-02-02			1937-01-25		100098	1	1	0	superior:ordinaria:12:1937-01-29:5;regional:::1937-01-06:13	data_divergente
BEs 1937\FEVEREIRO\04\100099\00000014.pdf	7149232	932e011b9d89ff8fc93227e0394630c72dabaad7	63	357509	07678f052f33f8854e5334bde371692ec077d255	1937	1937-02-04			1937-02-04		100099	1	1	0	superior:ordinaria:13:1937-02-01:5;regional::2:1937-01-13:12	
BEs 1937\FEVEREIRO\13\100101\00000016.pdf	6174749	b4a148c24f64a2b9a8859c41e892ac57d09e4dd8	48	279432	af814ed30f2a9001a9196823a790d75a9c67101e	1937	1937-02-13			1937-01-20		100101	2	0	0	superior:ordinaria:15:1937-02-05:8;superior::1:1937-01-27:12	data_divergente
BEs 1937\FEVEREIRO\16\100100\00000015.pdf	4194133	11437d1129676bb6038b27157e7883f28fd25e46	33	193015	520d60ca2053281f37729bc1fd71d2767cf5a705	1937	1937-02-16			1937-02-06		100100	1	1	0	superior:ordinaria:14:1937-02-03:7;regional:::1937-01-22:14	data_divergente
BEs 1937\FEVEREIRO\16\100102\00000017.pdf	2769458	6d7b466e01ad20aef810f409c4721a66ba902777	24	121092	beb653b5c8535d270a482d5cf13ea4d90d58a084	1937	1937-02-16			1937-02-16		100102	1	0	0	superior:ordinaria:16:1937-02-12:5	
