origem_atual,destino_novo,album_origem,fonte
D:\MÍDIA\2013\2013-00\2013 [f770aef9].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [f770aef9].jpg,1,catalogo
D:\MÍDIA\2013\2013-00\2013 [f7e3f2b3].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [f7e3f2b3].jpg,Balada,catalogo
D:\MÍDIA\2013\2013-00\2013 [f822296d].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [f822296d].jpg,dia da noiva,catalogo
D:\MÍDIA\2013\2013-00\2013 [f845c44e].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [f845c44e].jpg,Balada,catalogo
D:\MÍDIA\2013\2013-00\2013 [f8477015].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [f8477015].jpg,Jardim,catalogo
D:\MÍDIA\2013\2013-00\2013 [f85e74d4].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [f85e74d4].jpg,2,catalogo
D:\MÍDIA\2013\2013-00\2013 [f870539b].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [f870539b].jpg,2,catalogo
D:\MÍDIA\2013\2013-00\2013 [f8a86f94].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [f8a86f94].jpg,Buffet,catalogo
D:\MÍDIA\2013\2013-00\2013 [f931c718].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [f931c718].jpg,Buffet,catalogo
D:\MÍDIA\2013\2013-00\2013 [f962a4bc].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [f962a4bc].jpg,Jardim,catalogo
D:\MÍDIA\2013\2013-00\2013 [f9b385f5].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [f9b385f5].jpg,1,catalogo
D:\MÍDIA\2013\2013-00\2013 [f9b65fbb].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [f9b65fbb].jpg,1,catalogo
D:\MÍDIA\2013\2013-00\2013 [f9e76c1a].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [f9e76c1a].jpg,Buffet,catalogo
D:\MÍDIA\2013\2013-00\2013 [f9e79bff].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [f9e79bff].jpg,1,catalogo
D:\MÍDIA\2013\2013-00\2013 [fa26cff2].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fa26cff2].jpg,Balada,catalogo
D:\MÍDIA\2013\2013-00\2013 [fa56fc85].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fa56fc85].jpg,Balada,catalogo
D:\MÍDIA\2013\2013-00\2013 [fa5bff2f].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fa5bff2f].jpg,Balada,catalogo
D:\MÍDIA\2013\2013-00\2013 [fa75747b].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fa75747b].jpg,dia da noiva,catalogo
D:\MÍDIA\2013\2013-00\2013 [fa7cad00].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fa7cad00].jpg,Balada,catalogo
D:\MÍDIA\2013\2013-00\2013 [fabbc09c].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fabbc09c].jpg,Jardim,catalogo
D:\MÍDIA\2013\2013-00\2013 [fafcbaf0].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [fafcbaf0].jpg,2,catalogo
D:\MÍDIA\2013\2013-00\2013 [fb2de7b6].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [fb2de7b6].jpg,1,catalogo
D:\MÍDIA\2013\2013-00\2013 [fb875397].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [fb875397].jpg,2,catalogo
D:\MÍDIA\2013\2013-00\2013 [fc17a559].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [fc17a559].jpg,2,catalogo
D:\MÍDIA\2013\2013-00\2013 [fc269b28].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fc269b28].jpg,Buffet,catalogo
D:\MÍDIA\2013\2013-00\2013 [fc2c2bde].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fc2c2bde].jpg,dia da noiva,catalogo
D:\MÍDIA\2013\2013-00\2013 [fca4ab12].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fca4ab12].jpg,dia da noiva,catalogo
D:\MÍDIA\2013\2013-00\2013 [fcc3fbca].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fcc3fbca].jpg,Buffet,catalogo
D:\MÍDIA\2013\2013-00\2013 [fcec127c].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [fcec127c].jpg,2,catalogo
D:\MÍDIA\2013\2013-00\2013 [fd003c75].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fd003c75].jpg,Buffet,catalogo
D:\MÍDIA\2013\2013-00\2013 [fd01382f].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fd01382f].jpg,Balada,catalogo
D:\MÍDIA\2013\2013-00\2013 [fd13bcb5].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fd13bcb5].jpg,Buffet,catalogo
D:\MÍDIA\2013\2013-00\2013 [fd2f878e].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [fd2f878e].jpg,1,catalogo
D:\MÍDIA\2013\2013-00\2013 [fd6ebe40].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fd6ebe40].jpg,Buffet,catalogo
D:\MÍDIA\2013\2013-00\2013 [fe5e4229].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [fe5e4229].jpg,2,catalogo
D:\MÍDIA\2013\2013-00\2013 [fea0d739].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [fea0d739].jpg,Jardim,catalogo
D:\MÍDIA\2013\2013-00\2013 [feed4a1c].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [feed4a1c].jpg,2,catalogo
D:\MÍDIA\2013\2013-00\2013 [ff2ab46d].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [ff2ab46d].jpg,Buffet,catalogo
D:\MÍDIA\2013\2013-00\2013 [ff560554].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [ff560554].jpg,dia do noivo,catalogo
D:\MÍDIA\2013\2013-00\2013 [ff8577c7].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [ff8577c7].jpg,2,catalogo
D:\MÍDIA\2013\2013-00\2013 [ffae87f5].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [ffae87f5].jpg,2,catalogo
D:\MÍDIA\2013\2013-00\2013 [ffbb8377].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [ffbb8377].jpg,2,catalogo
D:\MÍDIA\2013\2013-00\2013 [ffddc399].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [ffddc399].jpg,Buffet,catalogo
D:\MÍDIA\2014\2014-00\2014 [4db9f1d9].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2014\2014 [4db9f1d9].jpg,Anteriores a 2022,catalogo
D:\MÍDIA\2014\2014-00\2014 [5f9196e0].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2014\2014 [5f9196e0].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2014\2014-00\2014 [bdddb386].jpg,D:\MÍDIA\0000 SEM DATA\PESSOAS E ALBUNS\Celular Mário\2014 [bdddb386].jpg,Celular Mário,catalogo
D:\MÍDIA\2014\2014-00\2014 [c98868aa].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2014\2014 [c98868aa].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2014\2014-00\2014 [fe12769e].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2014\2014 [fe12769e].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [022626f1].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [022626f1].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [02a72752].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [02a72752].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [046e3657].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [046e3657].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [05028419].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [05028419].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [05822634].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [05822634].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [07b72e57].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [07b72e57].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [0f3c87a4].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [0f3c87a4].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [130f75a5].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [130f75a5].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [14d26ca3].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [14d26ca3].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [15114da2].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [15114da2].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [16750534].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [16750534].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [1890e8eb].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [1890e8eb].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [1e3eb374].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [1e3eb374].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [2159a647].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [2159a647].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [23c2daf3].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [23c2daf3].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [30c6a8bf].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [30c6a8bf].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [32eaa4f8].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [32eaa4f8].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [38541f99].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [38541f99].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [3e3120e1].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [3e3120e1].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [3ffa3ec1].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [3ffa3ec1].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [40d6b501].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [40d6b501].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [45298984].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [45298984].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [457d0544].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [457d0544].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [470ab2b8].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [470ab2b8].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [4b25c76e].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [4b25c76e].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [4c70916a].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [4c70916a].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [4cedc8df].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [4cedc8df].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [4e674d21].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [4e674d21].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [513837f2].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [513837f2].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [523e3256].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [523e3256].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [55360b21].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [55360b21].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [5d282c80].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [5d282c80].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [5da69bb4].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [5da69bb4].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [6addfea8].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [6addfea8].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [6df9c2f0].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [6df9c2f0].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [6ebcb044].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [6ebcb044].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [6f2ed93f].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [6f2ed93f].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [787155e0].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [787155e0].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [7ac8a5f3].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [7ac8a5f3].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [7f05f475].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [7f05f475].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [7fc36500].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [7fc36500].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [82164209].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [82164209].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [84ca3e41].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [84ca3e41].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [8732ac02].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [8732ac02].jpg,Anteriores a 2022,catalogo
D:\MÍDIA\2015\2015-00\2015 [873408e5].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [873408e5].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [874369a2].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [874369a2].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [8a3e351c].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [8a3e351c].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [8c66a193].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [8c66a193].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [8ef9aec0].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [8ef9aec0].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [8fcf7077].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [8fcf7077].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [91460771].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [91460771].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [94ba2649].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [94ba2649].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [968b2440].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [968b2440].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [97001b44].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [97001b44].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [97a0f3d8].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [97a0f3d8].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [992fa5b3].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [992fa5b3].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [99ae0274].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [99ae0274].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [9b64bc10].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [9b64bc10].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [a0457d18].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [a0457d18].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [a35ba0bc].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [a35ba0bc].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [aa2c4031].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [aa2c4031].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [aa39cfb8].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [aa39cfb8].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [b2af64c6].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [b2af64c6].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [b3a50056].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [b3a50056].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [b4ba5cef].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [b4ba5cef].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [b6df16a2].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [b6df16a2].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [b7ce2f59].jpg,D:\MÍDIA\0000 SEM DATA\PESSOAS E ALBUNS\Celular Mário\2015 [b7ce2f59].jpg,Celular Mário,catalogo
D:\MÍDIA\2015\2015-00\2015 [c2c97ef7].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [c2c97ef7].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [c34a164d].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [c34a164d].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [cf116779].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [cf116779].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [cfb97a5c].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [cfb97a5c].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [d3c91383].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [d3c91383].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [d42de71a].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [d42de71a].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [d4436ae5].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [d4436ae5].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [d905a13c].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [d905a13c].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [d94a2d90].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [d94a2d90].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [dad244a0].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [dad244a0].jpg,Anteriores a 2022,catalogo
D:\MÍDIA\2015\2015-00\2015 [dee9ea2c].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [dee9ea2c].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [e52b999d].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [e52b999d].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [e7df9466].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [e7df9466].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [ed6eeb4b].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [ed6eeb4b].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [eda3f1d5].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [eda3f1d5].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [ef0957fb].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [ef0957fb].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [ef0c78a1].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [ef0c78a1].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [f3fdeeb0].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [f3fdeeb0].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [f987c210].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [f987c210].jpg,Photos from 2015,catalogo
D:\MÍDIA\2015\2015-00\2015 [fba1746f].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [fba1746f].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [fc6d194f].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [fc6d194f].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2015\2015-00\2015 [fe3f6c24].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2015\2015 [fe3f6c24].jpg,Photos from 2015,catalogo
D:\MÍDIA\2016\2016-00\2016 [015037c8].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [015037c8].jpg,Photos from 2016,catalogo
D:\MÍDIA\2016\2016-00\2016 [035872ee].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [035872ee].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2016\2016-00\2016 [03ade092].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [03ade092].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2016\2016-00\2016 [0635472a].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [0635472a].jpg,Photos from 2016,catalogo
D:\MÍDIA\2016\2016-00\2016 [07f70f3e].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [07f70f3e].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2016\2016-00\2016 [08ed85bf].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [08ed85bf].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2016\2016-00\2016 [0c28237e].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [0c28237e].jpg,Photos from 2016,catalogo
D:\MÍDIA\2016\2016-00\2016 [0cfb5d68].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [0cfb5d68].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2016\2016-00\2016 [0d8d7b64].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [0d8d7b64].jpg,Photos from 2016,catalogo
