row_number,numero_processo,tema,before_ramo,after_ramo,before_subramo,after_subramo,method,reason,llm_error
7096,1001388-76.2025.4.01.0000,Abrangência do Programa de Autorregularização Incentivada quanto à inclusão somente de débitos tributários vencidos até a publicação da Lei 14.740/2023,Direito Tributário,Direito Tributário,"Direito Financeiro, Processo Administrativo Fiscal","Tributação, Processo Administrativo Tributário",api,scope_all,
7097,1005446-97.2017.4.01.3300,Incidência do Imposto de Renda sobre parcelas de natureza indenizatória pagas pelo Estado e controvérsia sobre legitimidade da União para fiscalização e cobrança diante da titulari,Direito Tributário,Direito Tributário,"Direito Processual Tributário, Direito Tributário Material","Direito Tributário Material, Contencioso Administrativo e Judicial Tributário",api,scope_all,
7098,1012038-85.2025.4.01.0000,Suspensão cautelar de atividades e CNPJ de pessoa jurídica por indícios de utilização para ilícitos penais e organização criminosa,Direito Penal,Direito Penal,"Criminal Econômico, Processo Penal","Direito Penal Empresarial, Criminal Econômico",api,scope_all,
7099,1007729-55.2024.4.01.0000,Acesso do advogado às provas já documentadas em investigação criminal e limites legais diante de sigilo investigatório formal e direitos fundamentais,Direito Constitucional,Direito Constitucional,"Direitos e garantias fundamentais, Processo Penal","Direitos e garantias fundamentais, Mandado de Segurança",api,scope_all,
7100,1007468-90.2024.4.01.0000,Validade da citação editalícia em ação por lavagem de capitais e continuidade processual com nomeação de defensor dativo,Direito Penal,Direito Penal,"Criminal Econômico, Processo Penal","Direito Penal Econômico, Direito Processual Penal",api,scope_all,
7101,1017947-11.2025.4.01.0000,"Perpetuação da competência por prerrogativa de função para julgamento de ação penal após saída do cargo quando fatos se relacionam diretamente ao exercício da função, afetando ence",Direito Penal,Direito Penal,Processo Penal,"Direito Penal Processual, Crimes contra a Administração Pública",api,problematic_structure,
7102,0055949-58.2011.4.01.0000,Legitimidade do adquirente por contrato de gaveta no Programa de Arrendamento Residencial para propor ação rescisória e opor-se à retomada do imóvel em face da instituição financei,Direito Civil,Direito Civil,"Direito Contratual, Direito Processual Civil","Direito Contratual, Direito das Coisas",api,scope_all,
7103,0017139-04.2017.4.01.0000,Contrato de financiamento estudantil Fies: reconhecimento de erro de fato para rescisão e limitação da responsabilidade dos fiadores às parcelas vencidas até o falecimento do tomad,Direito Civil,Direito Civil,"Contratos, Sucessões","Contratos, Responsabilidade Civil",api,scope_all,
7104,0014354-93.1999.4.01.3300,Caracterização de necessidade permanente por contratações temporárias reiteradas e competência judicial para determinar concurso público como remédio constitucional,Direito Administrativo,Direito Administrativo,"Direito Constitucional Administrativo, Serviços Públicos","Servidores Públicos, Controle da Administração Pública",api,scope_all,
7105,1000137-35.2025.4.01.3100,"Revogação de enquadramento de ex-servidor transposto sem contraditório e ampla defesa, considerando adesão a PDV e parecer da PGFN/AGU como discussão sobre legalidade do ato admini",Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Direito Administrativo Sancionador","Processo Administrativo, Servidores Públicos",api,scope_all,
7106,1026837-19.2023.4.01.3100,Reprovação em curso de formação que impede a aquisição da condição de policial militar e afasta o direito à transposição para quadro em extinção por ausência de vínculo funcional e,Direito Administrativo,Direito Administrativo,"Direito Constitucional, Servidores Públicos","Direito Administrativo Militar, Servidores Públicos",api,scope_all,
7107,1023814-92.2024.4.01.9999,"Cabimento do incidente de uniformização do art. 14 da Lei 10.259/2001 contra acórdão originado em Turma Recursal do Juizado Especial Federal, exigência de origem recursal e limites",Processual,Direito Processual,"Processo Civil, Processo Coletivo","Processo Civil, Processo nos Juizados Especiais",api,scope_all,
7108,1007023-72.2024.4.01.0000,"Execução contra beneficiário do BPC e impossibilidade de nova cobrança pelo INSS após quitação comprovada, configurando ne bis in idem e vedando enriquecimento sem causa",Direito Civil,Direito Previdenciário,"Direito Previdenciário, Direito Processual Civil","Benefícios Previdenciários, Execução Contra a Fazenda Pública",api,scope_all,
7109,1006831-85.2019.4.01.3502,Averbação de tempo de contribuição com recolhimentos efetivos ao RPPS após EC 20/1998 versus ausência de vínculo efetivo e recusa de certidão que configura enriquecimento sem causa,Direito Previdenciário,Direito Previdenciário,"Direito Administrativo, Regime Próprio de Previdência Social","Regime Próprio de Previdência Social, Previdenciário Administrativo",api,scope_all,
7110,0005797-77.2009.4.01.3200,"Responsabilidade civil da Infraero por danos morais a bombeiro militar cedido: exigência de prova do dano efetivo, nexo causal e demonstração documental das condições laborais inad",Direito Administrativo,Direito Administrativo,"Direito Administrativo, Responsabilidade Civil Administrativa","Responsabilidade Civil Administrativa, Servidores Públicos",api,scope_all,
7111,1005865-60.2021.4.01.9999,"Exigibilidade da multa cominatória apenas após trânsito em julgado e contagem do prazo prescricional quinquenal a partir da definitividade da decisão, com discussão sobre tempestiv",Direito Processual Civil,Direito Processual Civil,"Processo de Execução, Tutela Provisória","Execução, Tutela Provisória",api,scope_all,
7112,0074677-59.2016.4.01.3400,Indeferimento de matrícula em curso de aperfeiçoamento de sargentos com base apenas em registros antigos de desempenho e violação dos princípios da razoabilidade e proporcionalidad,Direito Administrativo,Direito Administrativo,"Direito Militar, Direito Público","Direito Administrativo Disciplinar, Servidores Públicos",api,scope_all,
7113,0007952-84.2013.4.01.3500,Reintegração de servidor público federal: início do prazo prescricional das parcelas salariais no trânsito em julgado e exigência de autorização formal para horas extras,Direito Administrativo,Direito Administrativo,"Direito Administrativo Patrimonial, Direito Administrativo Sancionador","Direito Administrativo Patrimonial, Servidores Públicos",api,scope_all,
7114,0011366-94.2016.4.01.3400,"Aplicação retroativa da Lei 14.230/2021 e atipicidade de demissão por improbidade por suposto exercício de advocacia durante licença, com conversão da penalidade",Direito Administrativo,Direito Administrativo,"Improbidade Administrativa, Servidores Públicos","Processo Disciplinar Administrativo, Improbidade Administrativa",api,scope_all,
7115,0028033-34.2011.4.01.3400,"Suspensão de prazos processuais por provimento e exceção em inspeção judicial com edital próprio quando autos estiverem com carga da parte, preservando a fluência dos prazos",Processual,Direito Processual,"Execução, Processo Civil","Execução, Processo de Execução",api,scope_all,
7116,1016329-31.2025.4.01.0000,Prequestionamento sobre validade de mandado de busca com erro material de endereço e controvérsia sobre nulidade diante de justa causa e ausência de prejuízo,Direito Penal,Direito Penal,"Criminalidade Organizada, Processo Penal","Direito Penal Comum, Processo Penal",api,scope_all,
7117,1002324-04.2025.4.01.0000,Habeas corpus para trancamento de ação penal por estelionato majorado em razão de ausência de dolo específico e denúncia vaga sobre omissão na renovação de pensão por morte,Direito Penal,Direito Penal,"Direito Penal Substantivo, Direito Processual Penal","Direito Penal Substantivo, Direito Penal Material",api,scope_all,
7118,0000831-80.2019.4.01.3601,Receptação qualificada envolvendo empresário do transporte: reconhecimento de dolo eventual e ônus da defesa para provar origem lícita do bem,Direito Penal,Direito Penal,"Criminal, Processo Penal","Direito Penal Substantivo, Criminalidade Organizada",api,scope_all,
7119,1028544-39.2025.4.01.0000,"Habeas corpus contra medida cautelar de proibição de acesso à região fronteiriça por investigado em contrabando de ouro, discutindo necessidade, adequação e proporcionalidade vincu",Direito Penal,Direito Penal,"Direito Penal Econômico, Processo Penal","Direito Penal Econômico, Direito Penal Internacional",api,scope_all,
7120,1026556-80.2025.4.01.0000,Competência por prevenção do Juízo Federal de Rondônia para supervisionar investigação e ratificar atos e provas praticados por juízo aparentemente competente,Direito Penal,Direito Penal,"Direito Penal Militar, Processo Penal","Processual Penal, Direito Penal Constitucional",api,scope_all,
7121,1002752-86.2025.4.01.3200,"Equiparação de receitas de locação de bens móveis e imóveis a exportação para fins de incidência de PIS e Cofins na Zona Franca de Manaus, questionando aplicação de incentivos fisc",Direito Tributário,Direito Tributário,"Direito Tributário, Tributação Federal","Tributação Federal, Imunidade Tributária",api,scope_all,
7122,1014105-27.2019.4.01.3300,"Possibilidade de estabelecimento, por norma infralegal fundada no art. 96 do CTN, de teto para adesão ao parcelamento simplificado previsto na Lei 10.522/2002",Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário Administrativo","Direito tributário administrativo, Contencioso Administrativo Tributário",api,scope_all,
7123,1003220-04.2017.4.01.3500,Validade da penalidade disciplinar aplicada pela OAB por cobrança abusiva em cláusula quota litis e discussão sobre enriquecimento sem causa e proporcionalidade da sanção,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Ética Profissional","Processo Administrativo Disciplinar, Improbidade Administrativa",api,scope_all,
7124,1015091-68.2025.4.01.3300,Classificação da Capacidade de Pagamento (Capag) de devedora em recuperação judicial e exigência de observância da metodologia legal para reclassificação,Direito Tributário,Direito Tributário,"Execução fiscal, Processual Tributário","Tributação, Contencioso Administrativo e Judicial Tributário",api,scope_all,
7126,0044313-07.2016.4.01.3400,Alcance subjetivo do parcelamento tributário do Profut e exclusão de prestadora de serviços de manutenção por não ser entidade desportiva profissional do futebol,Direito Tributário,Direito Tributário,"Direito Administrativo, Direito Tributário Substantivo","Direito Tributário Substantivo, Imunidade Tributária",api,scope_all,
7127,0022895-91.2017.4.01.0000,"Incidência ou afastamento da multa de mora do art. 63, §2º, Lei 9.430/96 quando a exigibilidade do crédito tributário está suspensa por tutela antecipada",Direito Tributário,Direito Tributário,"Direito Material Tributário, Processo Tributário","Processo Tributário Administrativo, Tributário Substantivo",api,scope_all,
7128,1036589-08.2020.4.01.0000,Redirecionamento de execução fiscal contra sócia-administradora por dissolução irregular da pessoa jurídica e definição do termo inicial da prescrição na data do ato infracional,Direito Tributário,Direito Tributário,"Execução fiscal, Responsabilidade Tributária","Execução fiscal, Execução Fiscal e Precatórios",api,scope_all,
7129,0005581-88.2015.4.01.3400,Incidência de imposto de renda sobre complementação de aposentadoria de fundo privado e aplicação da metodologia do esgotamento para evitar bitributação e deduzir restituições,Direito Tributário,Direito Tributário,"Execução fiscal, Tributário Substantivo","Tributário Substantivo, Contencioso Administrativo e Judicial Tributário",api,scope_all,
7130,1005060-49.2017.4.01.3500,Cobrança de anuidade por conselho profissional a filial sem capital destacado e repetição de indébito por cobrança duplicada,Direito Administrativo,Direito Administrativo,"Direito Processual Civil, Direito Tributário","Direito Administrativo, Responsabilidade Civil Administrativa",api,scope_all,
7131,1015649-46.2025.4.01.0000,"Execução fiscal em que exceção de pré-executividade exclui executado do polo passivo e discussão sobre fixação de honorários por equidade conforme art. 85, §8º, CPC/2015",Processual Civil,Direito Processual Civil,"Execução fiscal, Processo de Conhecimento","Execução Fiscal e de Sentença, Honorários Advocatícios",api,scope_all,
7132,1041485-89.2023.4.01.0000,Repetição de indébito de imposto de renda sobre benefício de previdência privada versus metodologia de liquidação e presunção de legitimidade dos cálculos da contadoria judicial,Direito Tributário,Direito Tributário,"Execução fiscal, Processual Tributário","Direito Tributário Processual, Tributação sobre rendimentos",api,scope_all,
7133,1055014-72.2023.4.01.3300,Recurso contra indeferimento de benefício fiscal de redução de IRPJ e CSLL por ausência de constituição como sociedade empresária e não comprovação de prestação de serviços hospita,Direito Tributário,Direito Tributário,"Direito Empresarial, Tributação","Tributação, Direito Empresarial",api,scope_all,
7134,1056167-88.2024.4.01.3500,Registro profissional no Conselho Regional de Educação Física decorrente de diploma obtido majoritariamente em curso a distância sem autorização ou reconhecimento do MEC,Direito Administrativo,Direito Administrativo,"Direito Administrativo Regulatório, Direito Administrativo Sancionador","Serviço Público, Regime Jurídico Administrativo",api,scope_all,
7135,0017957-47.2017.4.01.3300,Obrigatoriedade de contribuição ao CREF decorrente de registro profissional voluntário e aplicação das Leis 6.839/1980 e 12.514/2011 sobre natureza tributária,Direito Tributário,Direito Tributário,"Direito Administrativo, Direito Tributário Substantivo","Direito Tributário Substantivo, Direito Tributário Processual",api,scope_all,
7136,0006115-83.2007.4.01.3700,Validade da exclusão do contribuinte do PAES por publicação no Diário Oficial e caracterização de inadimplência por pagamento de parcelas ínfimas que não amortizam o débito,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário Administrativo","Contencioso Administrativo Tributário, Execução fiscal",api,scope_all,
7137,0025797-51.2007.4.01.3400,Validade do estágio supervisionado certificado por instituição de ensino para fins de inscrição na OAB sem exigência de supervisão direta da Ordem,Direito Administrativo,Direito Administrativo,"Direito Educacional, Direito Regulatório","Direito Educacional, Regulação Administrativa",api,scope_all,
7138,0091948-52.2014.4.01.3400,Absorção de VPNI e VINI por reajustes subsequentes e validade da medida sem necessidade de processo administrativo prévio,Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Direito Previdenciário Administrativo","Direito Administrativo Disciplinar, Direito Administrativo",api,scope_all,
7139,1005800-79.2018.4.01.3400,Servidor público federal cedido a fundação privada (Funpresp-EXE) e controvérsia sobre a impossibilidade de recebimento do BEPATA em razão da vedação do art. 12 da Lei 13.464/2017 ,Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Direito Previdenciário","Servidores Públicos, Direito Administrativo Previdenciário",api,scope_all,
7140,1005802-85.2019.4.01.3700,"Restituição de valores recebidos por servidor aposentado após revogação de liminar e autorização legal de desconto direto em folha sem anuência, limites e devido processo",Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Direito Financeiro e Orçamentário","Servidores Públicos, Processo Disciplinar Administrativo",api,scope_all,
7141,0045320-44.2010.4.01.3400,"Servidor público federal oficial de justiça avaliador: controvérsia sobre natureza remuneratória da VRD, reconhecimento retroativo da GAE e vedação de cumulação remuneratória",Direito Administrativo,Direito Administrativo,"Remuneração e Gratificações, Servidores Públicos","Servidores Públicos, Remuneração e Gratificações",api,scope_all,
7142,1040101-38.2021.4.01.3500,Efeito da contribuição reduzida de 5% do Microempreendedor Individual sobre a manutenção da qualidade de segurado e o direito à pensão por morte,Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Seguridade Social","Benefício previdenciário, Segurado e Qualidade de Segurado",api,scope_all,
7143,1004496-67.2021.4.01.3100,Competência da União para transferência à reserva remunerada de servidor federal transposto e vedação de fundamento em lei estadual,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Público","Servidores Públicos, Competência Judicial",api,scope_all,
7144,1067274-75.2023.4.01.3400,Efeito de decreto distrital que majorou auxílio‑moradia e sua inaplicabilidade a pensionistas federais do antigo Distrito Federal por violação da competência e do pacto federativo,Direito Constitucional,Direito Constitucional,"Direito Administrativo, Direito Previdenciário","Direito Constitucional Administrativo, Responsabilidade Civil do Estado",api,scope_all,
7145,0033340-57.2011.4.01.3500,"Servidor público: inclusão do reajuste geral de 3,17% na base de cálculo das diferenças remuneratórias, excluídas parcelas instituídas posteriormente à defasagem temporal",Direito Administrativo,Direito Administrativo,"Direito Constitucional, Direito Previdenciário","Servidores Públicos, Remuneração e Gratificações",api,scope_all,
7146,0059030-59.2009.4.01.3500,"Tráfico internacional de pessoas: aplicação retroativa de lei penal mais benigna e necessidade de certidão de óbito para extinção da punibilidade, afastando prescrição",Direito Penal,Direito Penal,"Direito Penal Comum, Direito Processual Penal","Direito Penal Substantivo, Direito Processual Penal",api,scope_all,
7147,0002095-16.2016.4.01.3900,"Emendatio libelli em segunda instância e reconhecimento de estado de necessidade pelo desmate sustentável para subsistência familiar, com reclassificação penal",Direito Penal,Direito Penal,"Criminal Ambiental, Processo Penal","Direito Penal Ambiental, Processual Penal",api,scope_all,
7148,1028115-12.2025.4.01.3900,"Direito administrativo e processo sancionador: relaxamento excepcional de bloqueio bancário quando causa inviabilização de tratamento de saúde e afronta à dignidade humana, diante ",Direito Administrativo,Direito Administrativo,"Controle de Atos Administrativos, Processo Administrativo Sancionador","Controle de Atos Administrativos, Serviços Públicos",api,scope_all,
7149,0000430-88.2017.4.01.3201,Crime de importação ilegal de arma de fogo: consumação com ingresso em território nacional e discussão sobre aplicação do art. 18 da Lei 10.826/2003,Direito Penal,Direito Penal,"Direito Penal Comum, Processo Penal","Direito Penal Comum, Direito Penal Aduaneiro",api,scope_all,
7152,1022955-04.2023.4.01.3600,Responsabilidade objetiva de instituição financeira por fraude interna envolvendo falso funcionário e rateio de danos materiais por culpa concorrente enquanto se reconhecem danos m,Direito Civil,Direito Civil,"Direito do Consumidor, Responsabilidade Civil","Responsabilidade Civil, Direito do Consumidor",api,scope_all,
7153,1008850-84.2025.4.01.0000,Pedido de antecipação de colação de grau em curso de Medicina em razão de extraordinário aproveitamento e cumprimento da carga horária mínima exigida pela norma,Direito Educacional,Direito Educacional,"Direito Administrativo, Direito Constitucional","Direito Administrativo Educacional, Direito Constitucional Educacional",api,scope_all,
7154,0036617-47.2012.4.01.3500,Ilicitude da suspensão de serviço público essencial por débito antigo apurado administrativamente sem observância do contraditório e ampla defesa,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Serviços Públicos","Serviços Públicos, Processo Administrativo",api,scope_all,
7155,0003460-44.2003.4.01.4100,Posses sobre bem público dominical exercendo função social e cabimento de interditos possessórios entre particulares em disputa possessória,Direito Civil,Direito Civil,"Direito das Coisas, Processo Civil","Direito das Coisas, Direito de Propriedade",api,scope_all,
7157,1006530-27.2017.4.01.3400,Nomeação e posse obtidas por decisão judicial precária e a controvérsia sobre a perda do alegado direito à permanência em face de revogação por decisão transitada em julgado,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Servidores Públicos","Serviço Público, Controle de Atos Administrativos",api,scope_all,
7159,1000539-07.2017.4.01.4100,Responsabilidade civil do Estado por omissão na conservação de rodovia federal e discussão sobre exclusão da responsabilidade pela culpa exclusiva de terceiro comprovada por períci,Direito Administrativo,Direito Administrativo,"Responsabilidade Civil, Serviços Públicos","Responsabilidade Civil do Estado, Serviços Públicos",api,scope_all,
7160,1028700-85.2020.4.01.3400,Legalidade da cobrança da Conta de Desenvolvimento Energético por consumidores livres e limites da contribuição diante da política setorial de modicidade tarifária,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Regulatório","Direito Regulatório, Direito Administrativo Regulatório",api,scope_all,
7162,1022160-89.2018.4.01.3400,"Nulidade de processo administrativo sancionador por intimação por edital excepcional e ausência de intimação válida para alegações finais, com reflexos na certidão de dívida ativa",Direito Administrativo,Direito Administrativo,"Execução fiscal, Processo Administrativo","Processo Administrativo Sancionador, Execução fiscal",api,scope_all,
7163,0000185-43.2019.4.01.3901,Inexigibilidade da Taxa de Controle e Fiscalização Ambiental quando comprovado encerramento da atividade potencialmente poluidora e incidência de prescrição quinquenal a partir do ,Direito Tributário,Direito Tributário,"Processual Tributário, Tributário Substantivo","Processo Tributário Administrativo, Processual Tributário",api,scope_all,
7164,1000531-25.2019.4.01.3303,"Pedido de anulatória de débito fiscal e controvérsia sobre fixação de honorários judiciais quando já integrem encargo legal de parcelamento administrativo, evitando bis in idem",Direito Tributário,Direito Tributário,"Execução fiscal, Processual Civil","Execução fiscal, Processual Tributário",api,scope_all,
7165,1000864-47.2019.4.01.3603,"Natureza constitutiva do registro de reserva legal e comprovação por averbação ou CAR como requisito para isenção do ITR, e alcance dos honorários sucumbenciais",Direito Tributário,Direito Tributário,"Processual Civil, Tributário Substantivo","Contencioso Administrativo e Judicial Tributário, Processual Civil",api,scope_all,
7166,1004270-32.2022.4.01.4101,Registro profissional de enfermeiro: controvérsia sobre recusa pelo conselho diante de diploma de instituição credenciada pelo MEC e competência para apuração de fraude,Direito Administrativo,Direito Administrativo,"Direito Público, Direito Regulatório","Serviços Públicos, Regime Jurídico Administrativo",api,scope_all,
7167,0000294-80.2006.4.01.3200,Depósito judicial integral quita a obrigação tributária e impede cobrança de saldo residual decorrente de erro no valor indicado na CDA,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário Administrativo","Execução fiscal, Processual Tributário",api,scope_all,
7168,0054777-66.2011.4.01.3400,Expedição de Certidão Positiva com efeitos de Negativa e controvérsia sobre exigência de depósito integral em dinheiro para suspensão da exigibilidade tributária,Direito Tributário,Direito Tributário,"Processo Tributário, Tributário Material","Contencioso Administrativo e Judicial Tributário, Processo de Execução Fiscal",api,scope_all,
7169,0003263-40.2012.4.01.3400,"Aplicação da pena de perdimento de mercadorias em processo administrativo fiscal por subfaturamento e falsificação material comprovados, discutindo requisitos probatórios e presunç",Direito Administrativo,Direito Administrativo,"Direito Tributário, Processo Administrativo","Processo Administrativo Fiscal, Direito Administrativo Sancionador",api,scope_all,
7170,1016459-63.2021.4.01.3200,Legitimidade restrita do adquirente de produtos rurais para impugnar contributo previdenciário e impossibilidade de restituição sem prova de assunção do encargo ou autorização do c,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação Federal","Direito Tributário Previdenciário, Contencioso Administrativo e Judicial Tributário",api,scope_all,
7171,0048957-32.2012.4.01.3400,"Importação de veículo automotor novo ou usado e exigência de prova de ilicitude, má-fé ou fraude para imposição de perdimento administrativo",Direito Administrativo,Direito Aduaneiro,"Direito Administrativo Sancionador, Direito Aduaneiro","Direito Aduaneiro, Processo Administrativo Sancionador",api,scope_all,
7172,0018718-79.2011.4.01.3400,Legalidade de procedimento especial fiscal aduaneiro sem contraditório prévio e aplicação de perdimento por interposição fraudulenta de mercadorias,Direito Administrativo,Direito Aduaneiro,"Controle Administrativo, Direito Aduaneiro","Direito Aduaneiro, Processo Administrativo",api,scope_all,
7174,1043946-97.2024.4.01.0000,Correção de provas discursivas em concurso público e vedação de exclusão de candidatos cotistas e portadores de deficiência quando incluídos nas listas do regime de ampla concorrên,Direito Administrativo,Direito Administrativo,"Direito Constitucional, Direito Eleitoral","Serviço Público, Regime Jurídico do Servidor Público",api,scope_all,
7175,0008476-18.2012.4.01.3500,"Possibilidade de fixação autônoma de honorários advocatícios em embargos à execução e na execução, observando limite cumulativo legal do CPC/1973 art. 20, §3º",Processual Civil,Direito Processual Civil,"Honorários Advocatícios, Processo de Execução","Honorários Advocatícios, Execução Civil",api,scope_all,
7176,1000403-23.2024.4.01.3305,"Admissibilidade de LTCAT e declaração empregador para suprir falta de assinatura do responsável técnico no Perfil Profissiográfico Previdenciário e garantir aposentadoria especial,",Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Direito Administrativo Previdenciário","Direito Previdenciário Substantivo, Processo administrativo e judicial previdenciário",api,scope_all,
7177,0038587-67.2007.4.01.3400,"Obrigatoriedade de vedação à vinculação e equiparação remuneratória entre soldo de Almirante-de-Esquadra e subsídio de Ministro do Superior Tribunal Militar, discutindo compatibili",Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Administrativo Disciplinar","Servidores Públicos, Regime Disciplinar e Remuneração",api,scope_all,
7178,1065993-89.2020.4.01.3400,Averbação de tempo de serviço como advogado anterior à EC 20/1998 com base em certidão da OAB sem exigência de comprovação contributiva retroativa,Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Seguridade Social","Previdenciário Substantivo, Segurado e Qualidade de Segurado",api,scope_all,
7179,0005841-91.2013.4.01.3900,Direito administrativo disciplinar e previdenciário militar: controvérsia sobre indenização por transporte e necessidade de ato motivado para substituição de modal rodoviário por a,Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Direito Previdenciário Militar","Direito Administrativo Disciplinar, Direito Administrativo Previdenciário",api,scope_all,
7180,1007838-18.2019.4.01.3307,Responsabilidade administrativa do município por omissão na gestão descentralizada do Programa Bolsa Família e obrigação de restabelecer benefício com pagamento de parcelas retroat,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Responsabilidade Civil do Estado","Serviços Públicos, Responsabilidade Administrativa",api,scope_all,
7181,1031619-86.2025.4.01.0000,Competência delegada e a obrigatoriedade do pagamento de custas por precatório ou RPV nos termos do art. 100 da CF/1988 em demandas fiscais,Direito Público,Direito Administrativo,"Direito Administrativo, Direito Processual Civil","Serviço Público, Responsabilidade Civil do Estado",api,scope_all,
7182,1003952-12.2018.4.01.3900,"Nulidade da exclusão administrativa do sistema de saúde da Aeronáutica por ausência de processo e violação do contraditório, com preservação da assistência para continuidade de tra",Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Direito Previdenciário Militar","Direito Administrativo Disciplinar, Servidores Públicos",api,scope_all,
7184,0014569-40.2011.4.01.3400,Impugnação de demissão de servidor público por suposto impedimento de comissão que participou de diligências fiscais e auxílio à Polícia Federal sem juízo prévio de culpabilidade,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Processo Administrativo Disciplinar","Processo Administrativo Disciplinar, Servidores Públicos",api,scope_all,
7185,0035949-74.2011.4.01.3900,Desconto integral em benefício previdenciário por suposta fraude e controvérsia sobre parcelamento para preservar mínimo existencial conforme art. 115 da Lei 8.213/1991,Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Processo Previdenciário","Benefícios Previdenciários, Previdenciário Administrativo",api,scope_all,
7186,1028256-91.2025.4.01.0000,Nulidade de ato que cancela precatório sem intimação das partes por violação do contraditório e manutenção quando valor é incontroverso sem prejuízo processual,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Processo de Execução","Cumprimento de Sentença, Processo de Cumprimento de Sentença",api,scope_all,
7187,1004490-28.2024.4.01.3400,Efeito da complementação das contribuições do plano simplificado para computação do tempo e obtenção de aposentadoria por tempo de contribuição,Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Previdência Social","Benefício previdenciário, Previdenciário Substantivo",api,scope_all,
7188,1035824-71.2024.4.01.3500,Impugnação do indeferimento do seguro‑desemprego por presunção abstrata de rendimentos de dirigente religioso sem prova concreta de percepção salarial,Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Direito Administrativo","Benefício previdenciário, Previdenciário Administrativo",api,scope_all,
7189,1019272-11.2023.4.01.4100,Servidor público com direitos à aposentadoria voluntária e repercussão de pendências patrimoniais sem previsão legal que impediriam sua concessão,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Servidores Públicos","Servidores Públicos, Direito Previdenciário Administrativo",api,scope_all,
7190,1040068-66.2022.4.01.4000,Servidor público federal estatutário (cirurgiã-dentista) que pleiteia adequação da remuneração ao piso previsto na Lei 3.999/1961 e controvérsia sobre a vedação constitucional de v,Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Direito Constitucional Administrativo","Regime Jurídico do Servidor Público, Direito Administrativo Disciplinar",api,scope_all,
7191,1040400-28.2024.4.01.3300,Ilegalidade de ato infralegal que veda promoção de militar com sub judice quando contraria requisitos legais e decisão judicial de permanência no serviço ativo,Direito Administrativo,Direito Administrativo,"Direito Constitucional, Direito Militar","Direito Administrativo Militar, Servidores Públicos",api,scope_all,
7192,1037832-35.2021.4.01.3400,Progressão funcional de docente superior por interstícios acumulados e natureza declaratória da avaliação de desempenho com efeitos financeiros retroativos observada a prescrição q,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Servidores Públicos","Servidores Públicos, Direito do Servidor Público",api,scope_all,
7193,1003142-63.2025.4.01.4200,Acessibilidade do Benefício de Prestação Continuada a estrangeiros residentes diante da exigência de cadastro biométrico e interpretação restritiva do Registro Nacional Migratório,Direito Previdenciário,Direito Previdenciário,"Benefícios Assistenciais, Benefícios Previdenciários","Benefícios Assistenciais, Direito Previdenciário Administrativo",api,scope_all,
7194,0001230-53.2012.4.01.3311,Pensão por morte de instituidor falecido antes da Lei 8.213/1991 e controvérsia sobre extinção por novas núpcias diante da ausência de prova de melhoria econômica pelo INSS,Direito Previdenciário,Direito Previdenciário,"Benefícios por Morte, Direito Previdenciário Contributivo","Pensão por morte, Benefício previdenciário",api,scope_all,
7197,0009442-35.2014.4.01.4300,"Fraude na obtenção de financiamento rural pelo Pronaf e discussão sobre autoria, dolo e prescrição na tipificação penal e no peculato",Direito Penal,Direito Penal,"Direito Penal Especial, Direito Processual Penal","Criminal Financeiro, Crimes contra a Administração Pública",api,scope_all,
7198,1008026-04.2020.4.01.0000,Desapropriação administrativa: discussão sobre aplicação de multa por litigância de má-fé no cumprimento de sentença diante da ausência de recalcitrância e dolo da autarquia,Processual Civil,Direito Processual Civil,"Processo de Execução, Tutela Jurisdicional","Processo de Execução, Tutela Jurisdicional",api,scope_all,
