row_number,numero_processo,tema,before_ramo,after_ramo,before_subramo,after_subramo,method,reason,llm_error
4431,1050429-54.2022.4.01.3900,Pedido de aplicação de multa por litigância de má-fé em apelação civil e necessidade de prova do dolo ou intenção de obstrução para imposição da sanção,Processual Civil,Direito Processual Civil,"Recursos, Recursos e Meios de Impugnação","Recursos, Recursos e Meios de Impugnação",baseline,,
4454,0004596-42.2004.4.01.4100,Validade da extinção processual sem prévia manifestação das partes por alegada ilegitimidade ativa do ente público e violação do art. 10 do CPC/2015,Processual Civil,Direito Processual Civil,"Direito Administrativo, Processo Civil","Direito Administrativo, Processo Civil",baseline,,
4463,1004201-52.2020.4.01.0000,Admissibilidade do uso do sistema Bacenjud como medida sub-rogatória executiva e seus limites frente à ordem legal de penhora,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
4477,1042738-83.2021.4.01.0000,Impugnação via mandado de segurança contra decisão de levantamento de valores em cumprimento de sentença e inadmissibilidade como sucedâneo recursal,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Execução","Cumprimento de Sentença, Execução",baseline,,
4490,1075195-65.2021.4.01.3300,Incidência do IRPJ e da CSLL sobre juros remuneratórios de depósitos judiciais e controvérsia quanto à natureza tributável desses rendimentos em execução fiscal,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
4492,0018647-34.1998.4.01.3400,Constitucionalidade da limitação legal da compensação de prejuízos fiscais do IRPJ e da base negativa da CSLL conforme precedente do STF,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação Federal","Processual Tributário, Tributação Federal",baseline,,
4497,1067346-33.2021.4.01.3400,"Validade da intimação por WhatsApp nas ações de conhecimento quando não há prova inequívo ca de que o destinatário foi efetivamente intimado, e seus efeitos sobre declaração de aba",Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Processo de Conhecimento","Cumprimento de Sentença, Processo de Conhecimento",baseline,,
4535,0024421-98.2005.4.01.3400,Execução fiscal ajuizada por culpa exclusiva da Administração e condenação da União ao pagamento de honorários advocatícios após retificação da DCTF protocolada previamente,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
4549,1002634-05.2019.4.01.3303,Validade de prazo máximo fixado por ato normativo infralegal para requerimento do seguro‑desemprego e controvérsia sobre legalidade e aplicação do Tema 1.136 do STJ,Direito Administrativo,Direito Administrativo,"Direito Previdenciario, Direito Processual Administrativo","Direito Previdenciário, Direito Processual Administrativo",baseline,,
4580,0033583-78.2009.4.01.3400,Inaplicabilidade do Refis (Lei 11.941/2009) para débitos parcelados pelo Simples Nacional e controvérsia sobre inclusão indevida com base na Portaria Conjunta PGFN/RFB n.º 06/2009,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
4592,1003295-62.2021.4.01.3901,"Incidência do art. 44, I, da Lei 9.430/1966 sobre multa de 75% por omissão na declaração do IRPF e vedação judicial à redução por princípios de proporcionalidade",Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
4600,1033987-78.2019.4.01.0000,"Nulidade de mandado de busca e apreensão por ausência de fundamentação idônea que comprove indícios mínimos de autoria e materialidade, gerando desproporcionalidade da medida caute",Processual Penal,Direito Processual Penal,"Garantias Constitucionais, Processo Penal","Garantias Constitucionais, Processo Penal",baseline,,
4607,0007317-48.2005.4.01.3900,"Execução fiscal e obrigação de honorários advocatícios quando cancelamento de CDA ocorre após apresentação de defesa, com discussão sobre aplicação do art. 26 da Lei 6.830/1980",Direito Público,Direito Público,"Processo Tributário, Processual Civil","Processual Tributário, Processual Civil",baseline,,
4608,1007835-82.2018.4.01.3700,Possibilidade de compensação de créditos tributários com débitos de recolhimento mensal por estimativa de IRPJ e CSLL após vigência da Lei 13.670/2018,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
4633,1012379-83.2022.4.01.3600,"Aplicabilidade do art. 1.013, §3º, I, do CPC à preclusão temporal de embargos quando citação e penhora se deram por carta precatória",Processual Civil,Direito Processual Civil,"Execução Civil, Processo de Execução","Execução Civil, Processo de Execução",baseline,,
4634,1001551-51.2020.4.01.4003,Manutenção de penhora realizada antes de adesão a parcelamento tributário e controvérsia sobre liberação da constrição patrimonial,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
4645,0009852-44.2009.4.01.3500,Prescrição intercorrente na execução fiscal paralisada por mais de cinco anos e efeitos do arquivamento por baixo valor e do pedido de parcelamento sobre o prazo prescricional,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
4646,1016761-94.2018.4.01.0000,"Conflito negativo de competência sobre distribuição por dependência diante de reiteração de pedido após extinção sem resolução do mérito, com prevenção do juízo anterior",Processual Civil,Direito Processual Civil,"Competência, Procedimento","Competência, Procedimento",baseline,,
4671,1014784-91.2023.4.01.0000,"Eficácia da intimação eletrônica pelo PJe como intimação pessoal para conselhos de fiscalização profissional representados por advogado, discutindo alcance das prerrogativas e fund",Processual,Direito Processual,"Processo Administrativo, Processo Civil","Processo Administrativo, Processo Civil",baseline,,
4713,0029352-36.2017.4.01.3300,Execução fiscal com pagamento parcial do débito tributário e controvérsia sobre necessidade de prosseguimento para apuração e cobrança do remanescente,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
4740,0003323-09.2014.4.01.3508,Extinção de execução fiscal por prescrição intercorrente reconhecida em exceção de pré-executividade e afastamento de honorários advocatícios por aplicação do princípio da causalid,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
4747,0057645-56.2016.4.01.0000,Admissibilidade de ação rescisória para desconstituir coisa julgada tributária diante de tese vinculante do STF sobre efeitos temporais nas contribuições sociais,Direito Tributário,Direito Tributário,"Direito Tributário Substantivo, Processo Tributário","Direito Tributário Substantivo, Processual Tributário",baseline,,
4767,1036570-60.2024.4.01.0000,Prevenção de relator por primeiro recurso protocolado no tribunal versus redistribuição por criação de gabinetes e cargos e aplicação do art. 930 do CPC,Processual Civil,Direito Processual Civil,"Processo de Execução Fiscal, Tutela Provisória e Procedimentos Especiais","Processo de Execução Fiscal, Tutela Provisória e Procedimentos Especiais",baseline,,
4785,0000296-64.2018.4.01.3900,"Execução fiscal de anuidades de conselhos profissionais e aplicação imediata do novo piso processual para arquivamento das execuções em curso, salvo nos casos com penhora efetivada",Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
4841,1013795-61.2018.4.01.0000,Conversão de depósitos judiciais em renda da União no âmbito do Programa de Regularização Tributária e validade da adesão automática prevista no art. 6º da Lei 13.496/2017 quanto à,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
4883,0062211-53.2013.4.01.0000,Efeito da ação rescisória sobre a suspensão da execução de sentença e necessidade de tutela provisória para impedir o cumprimento,Processual Civil,Direito Processual Civil,"Execução Civil, Processo de Conhecimento","Execução Civil, Processo de Conhecimento",baseline,,
4885,1030510-23.2019.4.01.9999,Suspeição de juiz estadual em jurisdição delegada por alegada inimizade pessoal e necessidade de prova inequívoca que comprometa sua imparcialidade,Processual Civil,Direito Processual Civil,"Processo de Conhecimento, Tutela de Urgência e Medidas Cautelares","Processo de Conhecimento, Tutela de Urgência e Medidas Cautelares",baseline,,
4912,0003225-66.2014.4.01.3300,Ilegitimidade ativa da Defensoria Pública Estadual para ação civil pública ajuizada contra a União e perda superveniente do interesse de agir por ultrapassada eficácia do edital de,Processual Civil,Direito Processual Civil,"Direito Administrativo, Direito Processual Civil","Direito Administrativo, Direito Processual Civil",baseline,,
4915,0007178-73.2016.4.01.0000,Nulidade em execução por título extrajudicial por ausência de intimação do cônjuge falecido versus eficácia da ciência do espólio e renúncia tácita aos vícios processuais,Processual Civil,Direito Processual Civil,"Execução, Execução e Cumprimento de Sentença","Execução, Execução e Cumprimento de Sentença",baseline,,
4926,0054290-86.2016.4.01.9199,Extinção da execução fiscal de valor inferior ao limite legal por ausência de interesse processual em razão da inércia e do princípio da eficiência administrativa,Processual Civil,Direito Processual Civil,"Execução fiscal, Processo de Execução Fiscal","Execução fiscal, Processo de Execução Fiscal",baseline,,
4928,0005969-61.2010.4.01.3304,"Revisão judicial do lançamento do Imposto de Renda por erro de boa-fé na omissão de rendimentos da ex-cônjuge, sem aplicação de penalidades por ausência de má-fé",Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
4934,1033940-31.2024.4.01.0000,Reunião de execução fiscal e ação anulatória de débito quando houver conexão fática e competência relativa entre juízos conflitantes,Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
4935,1025685-84.2024.4.01.0000,Conflito negativo de competência sobre tutela cautelar antecedente distribuída à vara cível e controvérsia quanto à preservação da competência absoluta da vara de execução fiscal,Processual Civil,Direito Processual Civil,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
4936,1041062-95.2024.4.01.0000,Prorrogação da competência territorial na execução de título extrajudicial por ausência de impugnação do devedor quanto ao domicílio,Processual Civil,Direito Processual Civil,"Competência, Execução","Competência, Execução",baseline,,
4943,1025392-90.2019.4.01.0000,"Aplicação do entendimento do STF sobre eficácia rescisória por inconstitucionalidade e sua incidência em agravo interno que discute transposição de servidores de nível médio, consi",Processual Civil,Direito Processual Civil,"Controle de Constitucionalidade, Processo de Execução","Controle de Constitucionalidade, Processo de Execução",baseline,,
4948,1031399-25.2024.4.01.0000,Negativa de intimação de testemunhas por falta de endereços fornecidos pela defesa e discussão sobre suposto cerceamento de defesa e dever judicial de diligência,Processual Penal,Direito Processual Penal,"Direito Processual Penal, Processo Penal","Direito Processual Penal, Processo Penal",baseline,,
4950,0051586-37.2016.4.01.3400,Ilegitimidade ativa da matriz para impugnar autos de infração destinados a filiais quando o fato gerador é individualizado por estabelecimento,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação Municipal","Processual Tributário, Tributação Municipal",baseline,,
4963,1023103-14.2024.4.01.0000,Admissibilidade de provas obtidas por cooperação direta entre autoridades policiais e controvérsia sobre nulidade processual e garantias constitucionais,Direito Penal,Direito Penal,Processo Penal,"Processo Penal, Direito Penal Comum",fallback,problematic_structure,openai_disabled
4967,1015973-12.2020.4.01.0000,Validade da intimação eletrônica pelo portal do tribunal nos termos do art. 5º da Lei 11.419/2006 e afastamento de nulidade ou devolução de prazo,Processual Civil,Direito Processual Civil,"Processo Civil, Processo Eletrônico","Processo Civil, Processo Eletrônico",baseline,,
4968,1018273-44.2020.4.01.0000,Validade da citação postal recebida por familiar no domicílio do representante legal e necessidade de prova de incapacidade ou falta de comunicação para decretar nulidade,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Processo de Conhecimento","Cumprimento de Sentença, Processo de Conhecimento",baseline,,
4977,1035933-17.2021.4.01.0000,"Execução de honorários sucumbenciais e vedação à penhora de salários, discutindo aplicação do Tema Repetitivo 1153 do STJ sobre impenhorabilidade remuneratória",Direito Processual Civil,Direito Processual Civil,Honorários Advocatícios,"Honorários Advocatícios, Processo de Execução",fallback,problematic_structure,openai_disabled
4985,0009196-40.2016.4.01.3307,"Incidência e legitimidade da retenção de 11% de contribuição previdenciária sobre o valor bruto de notas fiscais de serviços de limpeza, conservação e correlatos por optantes do Si",Direito Tributário,Direito Tributário,"Direito Previdenciário, Processo Tributário","Direito Previdenciário, Processual Tributário",baseline,,
4986,0008469-68.2017.4.01.3300,"Penhora de imóvel pertencente ao espólio sem concordância do proprietário e direito de embargar com base no art. 674, §1º, do CPC",Processual Civil,Direito Processual Civil,"Processo de Conhecimento, Processo de Execução","Processo de Conhecimento, Processo de Execução",baseline,,
4989,0005755-10.2014.4.01.3311,Execução fiscal contra cedente de crédito rural: validade da CDA e controvérsia sobre cobrança de encargos e Taxa Selic sem previsão contratual,Direito Tributário,Direito Tributário,"Direito Tributário Substantivo, Processo Tributário","Direito Tributário Substantivo, Processual Tributário",baseline,,
4994,1037070-29.2024.4.01.0000,Impedimento de juiz por parentesco até terceiro grau em conflito de competência e ausência de retroatividade do pronunciamento para obstar julgamento do feito principal,Processual Civil,Direito Processual Civil,"Competência Judicial, Conflito de Competência","Competência Judicial, Conflito de Competência",baseline,,
5013,1075870-82.2022.4.01.3400,Acolhimento de cancelamento da distribuição e extinção do processo por ausência de comprovação de hipossuficiência e não pagamento de custas após intimação do art. 290 do CPC,Processual Civil,Direito Processual Civil,"Processo de Conhecimento, Tutela Jurisdicional","Processo de Conhecimento, Tutela Jurisdicional",baseline,,
5018,1018616-35.2023.4.01.0000,"Discussão sobre a impossibilidade de suspensão da exigibilidade do crédito tributário com seguro-garantia, exigindo depósito em dinheiro e análise da necessidade de dilação probató",Direito Tributário,Direito Tributário,"Processo Tributário, Tutela Provisória","Processual Tributário, Tutela Provisória",baseline,,
5032,1013282-83.2024.4.01.0000,Cabimento e interesse recursal na simultaneidade de embargos de terceiro e agravo de instrumento contra constrição judicial de bem de terceiro,Processual Civil,Direito Processual Civil,"Embargos de Terceiro, Tutela Provisória","Embargos de Terceiro, Tutela Provisória",baseline,,
5035,0001784-68.2010.4.01.3307,"Efeitos da suspensão administrativa da exigibilidade tributária sobre prescrição, direito à compensação de créditos reconhecidos e manutenção no regime do Supersimples",Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
5038,0044922-58.2014.4.01.3400,"Alcance da imunidade tributária sobre insumos destinados à produção de livros, jornais e periódicos e limites para restituição e compensação tributária",Direito Tributário,Direito Tributário,"Processo Tributário, Tributação Municipal","Processual Tributário, Tributação Municipal",baseline,,
5046,0001235-02.2012.4.01.3400,"Embargos à execução contestando base de cálculo e critérios de juros sem demonstrativo inicial, discussão sobre cabimento de rejeição liminar e necessidade de memória de cálculo",Processual Civil,Direito Processual Civil,"Processo de Execução, Recursos e Embargos","Processo de Execução, Recursos e Embargos",baseline,,
5090,0024661-18.2013.4.01.3300,Isenção do Imposto de Renda sobre proventos de aposentadoria por doença grave (Mal de Parkinson) e controvérsia sobre reconhecimento sem laudo oficial e retroatividade ao diagnósti,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
5099,1000887-25.2025.4.01.0000,"Competência para execução individual de sentença coletiva atribuída ao juízo prolator do título executivo com base no art. 516, II do CPC e conflito com regra de distribuição",Processual Civil,Direito Processual Civil,"Processo Coletivo, Processo de Execução","Processo Coletivo, Processo de Execução",baseline,,
5101,1007711-97.2025.4.01.0000,Execução de título extrajudicial por cobrança de anuidades da OAB discutindo competência territorial do foro do lugar do ato fundador do título,Processual Civil,Direito Processual Civil,"Competência Judicial, Competência Jurisdicional","Competência Judicial, Competência Jurisdicional",baseline,,
5107,1017830-54.2024.4.01.0000,Reclamação por suposto descumprimento de acórdão regional relacionada a indeferimento de requisição de informações ao juízo de execução,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Execução e Cumprimento de Sentença","Cumprimento de Sentença, Execução e Cumprimento de Sentença",baseline,,
5168,1029183-96.2021.4.01.0000,"Aplicação do art. 85, §14, do CPC/2015 sobre vedação à compensação de honorários sucumbenciais em caso de sucumbência recíproca e critérios de distribuição proporcional entre as pa",Processual Civil,Direito Processual Civil,"Honorários Advocatícios, Processo de Conhecimento","Honorários Advocatícios, Processo de Conhecimento",baseline,,
5243,0014401-52.2008.4.01.3300,"Vedação à compensação de tributo objeto de demanda judicial antes do trânsito em julgado, conforme art. 170‑A do CTN e entendimento do Tema 346/STJ",Direito Público,Direito Público,"Direito Tributário, Processo Tributário","Direito Tributário, Processual Tributário",baseline,,
5350,1005154-40.2025.4.01.0000,Admissibilidade de prova obtida por interceptação fortuita de comunicação entre investigado e advogado e afastamento da nulidade por ausência de direcionamento e quebra do sigilo p,Processual Penal,Direito Processual Penal,"Direito Processual Penal, Prova Penal","Direito Processual Penal, Prova Penal",baseline,,
5392,1005038-92.2020.4.01.3400,"Incidência e isenção do ITR sobre áreas de preservação permanente e alagadas de reservatórios, exigência de critérios objetivos para arbitramento do VTN e limites ao uso de SIPT se",Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
5397,1028660-79.2024.4.01.0000,"Redistribuição interna de processos por criação de cargos no TRF1 versus regra de prevenção do art. 930, discutindo prevalência da redistribuição sobre a prevenção em casos de cone",Processual Civil,Direito Processual Civil,"Direito Processual Civil, Processo Civil","Direito Processual Civil, Processo Civil",baseline,,
5405,0003061-49.2001.4.01.3400,Execução de sentença envolvendo a União: preclusão da alegação de ilegitimidade passiva suscitada apenas após o trânsito em julgado,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Execução","Cumprimento de Sentença, Execução",baseline,,
5420,1037370-88.2024.4.01.0000,Exigência de trânsito em julgado para expedição de requisição de pagamento na execução de sentença diante de impugnação pendente de efeitos definitivos,Processual,Direito Processual,"Processo Civil, Processo de Execução","Processo Civil, Processo de Execução",baseline,,
5433,1042957-96.2021.4.01.0000,Competência do juízo da execução fiscal para determinar penhora no rosto dos autos em processo falimentar visando garantia do crédito tributário sem prejudicar a arrecadação da mas,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
5436,1003050-53.2022.4.01.3307,Incidência do IRPF sobre ajuda de custo por transferência definitiva de domicílio quando demonstrada natureza indenizatória e caráter não habitual,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
5437,1023133-73.2020.4.01.3400,Concessão de moratória fiscal exige lei específica conforme artigo 153 do CTN; inaplicabilidade da Portaria MF 12/2012 ao contexto de pandemia,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação","Processual Tributário, Tributação",baseline,,
5451,0034025-30.2012.4.01.3500,Aplicação automática de multa por indeferimento de compensação tributária administrativa e exigência de comprovação de dolo ou má‑fé para imposição penal,Direito Tributário,Direito Tributário,"Direito Constitucional Tributário, Processo Tributário","Direito Constitucional Tributário, Processual Tributário",baseline,,
5517,1004750-04.2022.4.01.4200,Aplicabilidade do Tema Repetitivo 182 do STJ para flexibilizar exigência de garantia do juízo em execuções fiscais quando parte é assistida pela Defensoria Pública ou curador que e,Processual Civil,Direito Processual Civil,"Processo de Execução, Tutela de Urgência e Medidas Cautelares","Processo de Execução, Tutela de Urgência e Medidas Cautelares",baseline,,
5548,1000100-03.2015.4.01.3700,"Legalidade da fixação, por ato infralegal, de limites e condições para parcelamento simplificado de débitos tributários previstos na Lei 10.522/2002, discutida no Tema 997 do STJ",Direito Tributário,Direito Tributário,"Direito Administrativo, Processo Tributário","Direito Administrativo, Processual Tributário",baseline,,
5570,0007697-51.2017.4.01.3900,Eficácia da compensação tributária frente à exigência de pagamento ou depósito na denúncia espontânea e impossibilidade de excluir multa moratória prevista no CTN,Direito Tributário,Direito Tributário,"Direito Material Tributário, Processo Tributário","Direito Material Tributário, Processual Tributário",baseline,,
5579,1009018-86.2025.4.01.0000,Competência interna em mandado de segurança entre varas federais cíveis da mesma seção judiciária e exigência de risco concreto de decisões conflitantes para reunião dos feitos,Processual Civil,Direito Processual Civil,"Competência, Conflito de Competência","Competência, Conflito de Competência",baseline,,
5608,0031300-09.2014.4.01.3400,"Possibilidade de dupla condenação em honorários advocatícios na execução fiscal e nos embargos, limitada ao teto percentual previsto no §3º do art. 20 do CPC/1973",Processual Civil,Direito Processual Civil,"Execução fiscal, Honorários Advocatícios","Execução fiscal, Honorários Advocatícios",baseline,,
5613,1005654-77.2023.4.01.0000,"Pedido de efeito suspensivo em apelação contra sentença que extingue processo de desapropriação para reforma agrária, discutindo probabilidade de provimento, risco de dano grave e ",Processual Civil,Direito Processual Civil,"Processo de Execução, Tutela de Urgência e Medidas Cautelares","Processo de Execução, Tutela de Urgência e Medidas Cautelares",baseline,,
5631,0012862-26.2010.4.01.3900,Validade da notificação por carta registrada recebida por terceiro e limites do controle jurisdicional sobre atos do Tribunal de Contas,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Processo de Execução","Cumprimento de Sentença, Processo de Execução",baseline,,
5672,1005669-49.2024.4.01.3900,"Constitucionalidade das limitações do Decreto 10.854/2021 ao Programa de Alimentação do Trabalhador (PAT) e incidência da dedução sobre o lucro tributável, violação da legalidade e",Direito Tributário,Direito Tributário,"Processo Tributário, Tributação empresarial","Processual Tributário, Tributação empresarial",baseline,,
5674,1024440-38.2024.4.01.0000,Pedido de habilitação de assistente litisconsorcial em execução civil e controvérsia sobre sua inadmissibilidade por visar satisfação de obrigação já reconhecida,Processual Civil,Direito Processual Civil,"Execução Civil, Processo de Conhecimento","Execução Civil, Processo de Conhecimento",baseline,,
5676,0003232-18.2011.4.01.3703,Validade da representação judicial da União por procurador investido e da Certidão de Dívida Ativa com cobrança de juros pela taxa Selic em execução fiscal,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
5677,0038444-44.2008.4.01.3400,Incidência da taxa Selic sobre créditos de PIS em razão de resistência ilegítima do Fisco e termo inicial da correção monetária a partir da data de apuração ou do escoamento,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
5682,1011349-41.2025.4.01.0000,Suspensão do processo e imposição de diligências visando apuração e prevenção de litigância abusiva com fundamento no poder geral de cautela e art. 139 do CPC,Processual Civil,Direito Processual Civil,"Direito Processual Civil, Tutela Provisória","Direito Processual Civil, Tutela Provisória",baseline,,
5720,0039968-18.2013.4.01.0000,Execução fiscal e bloqueio de ativos via BacenJud: impenhorabilidade de verbas salariais versus possibilidade de constrição proporcional que preserve mínimo existencial do devedor,Processual Civil,Direito Processual Civil,"Execução fiscal, Tutela de urgência e medidas constritivas","Execução fiscal, Tutela de urgência e medidas constritivas",baseline,,
5765,0002589-16.2013.4.01.3307,"Recusa, pela Fazenda Pública, de imóvel rural gravado por múltiplos ônus hipotecários indicado à penhora em execução fiscal de crédito rural cedido à União e prevalência da efetivi",Processual Civil,Direito Processual Civil,"Execução fiscal, Processo de Execução","Execução fiscal, Processo de Execução",baseline,,
5773,1014396-57.2024.4.01.0000,Conexão por prejudicialidade entre ação declaratória e execução fiscal que atribui competência ao juízo da execução para apreciar validade de título executivo extrajudicial,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
5818,0005771-82.2014.4.01.3304,Existência de prova idônea sobre entrega e uso de cartão Construcard como requisito para constituição de título executivo em ação monitória contra instituição financeira,Processual Civil,Direito Processual Civil,"Processo Civil, Processo de Execução","Processo Civil, Processo de Execução",baseline,,
5829,0001514-98.2012.4.01.4301,Execução fiscal: reconhecimento da prescrição intercorrente por inércia da Fazenda Pública superior a seis anos e eficácia extintiva não afastada por transação tributária posterior,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
5831,0003759-36.2012.4.01.3605,Extinção de execução fiscal por pagamento administrativo de crédito rural e controvérsia sobre afastamento de encargos legais do DL 1.025/1969 e honorários sucumbenciais aplicando ,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
5834,0030449-43.2009.4.01.3400,Possibilidade de emissão de certidão positiva com efeitos de negativa mediante garantia por fiança bancária ou seguro‑garantia sem ocorrer suspensão da exigibilidade do crédito tri,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
5837,0015719-09.2010.4.01.4300,"Possibilidade de expedição de certidão positiva com efeitos de negativa de débito quando não há inclusão formal da empresa no polo passivo das execuções fiscais, discutindo necessi",Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
5861,0049578-44.2012.4.01.0000,Obrigatoriedade de esgotamento de diligências pela parte exequente para localizar o executado e excepcionalidade do uso de sistemas judiciais e ofícios para fins de localização,Processual Civil,Direito Processual Civil,"Execução, Processo de Execução","Execução, Processo de Execução",baseline,,
5953,1019133-06.2024.4.01.0000,"Incidência do regimento interno do TRF1 sobre prevenção entre órgãos fracionários em mandado de segurança e habeas corpus, definindo competência e resolução de conflito negativo",Processual,Direito Processual,"Processo Civil, Processo Penal","Processo Civil, Processo Penal",baseline,,
5975,1000269-43.2017.4.01.3304,Concessão de justiça gratuita por presunção de miserabilidade para renda inferior a dez salários mínimos e ausência de prevenção entre Juizado Especial e Justiça Comum,Processual Civil,Direito Processual Civil,"Processo Civil, Tutela Provisória","Processo Civil, Tutela Provisória",baseline,,
6006,1004288-32.2025.4.01.0000,"Empresa pública EBSERH não possui prerrogativas processuais da Fazenda Pública para isenção de preparo recursal, gerando deserção do recurso quando não comprovado",Processual Civil,Direito Processual Civil,"Execução, Recursos","Execução, Recursos",baseline,,
6015,1016064-97.2023.4.01.0000,"Dever do magistrado em autorizar negativação do devedor em cumprimento de sentença fiscal, preferindo utilização do sistema Serasajud sem tornar obrigatório o meio executório",Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Execução fiscal","Cumprimento de Sentença, Execução fiscal",baseline,,
6034,0010018-32.2011.4.01.0000,Cumprimento de sentença com parcela incontroversa liberada imediatamente e controvérsia sobre impossibilidade de restituição posterior por preclusão consumativa,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Direito Processual Constitucional","Cumprimento de Sentença, Direito Processual Constitucional",baseline,,
6051,1003657-32.2023.4.01.3307,"Efeito da adesão ao saque-aniversário sobre a impossibilidade de levantamento integral do FGTS em rescisão sem justa causa, admitindo-se apenas o saque da multa rescisória",Direito Administrativo,Direito Administrativo,"Direito Previdenciario, Direito Processual Civil","Direito Previdenciário, Direito Processual Civil",baseline,,
6063,0006510-05.2016.4.01.0000,Ilegitimidade passiva de sócio-gestor na execução fiscal e inviabilidade da exceção de pré-executividade quando a matéria exigir dilação probatória,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
6064,1027396-35.2021.4.01.3200,Ação anulatória de débito fiscal discutindo reconhecimento de denúncia espontânea e afastamento de multa moratória quando houve pagamento integral do tributo e juros antes de qualq,Direito Tributário,Direito Tributário,"Direito Administrativo Tributário, Processo Tributário","Direito Administrativo Tributário, Processual Tributário",baseline,,
6067,0009224-89.2013.4.01.3314,Validade e presunção de liquidez e certeza da Certidão de Dívida Ativa que contém requisitos legais para execução fiscal e limites à alegação de cerceamento de defesa,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
6069,0000040-63.2019.4.01.3908,Restituição do processo e extinção de execução fiscal diante da impossibilidade de reconstituição por ausência da petição inicial e da Certidão de Dívida Ativa,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
6071,0003289-85.2014.4.01.3200,Impugnação de indeferimento de opção pelo Simples Nacional por débito fiscal não exigível e validade de quitação com erro formal no DARF,Direito Tributário,Direito Tributário,"Direito Tributário Substantivo, Processo Tributário","Direito Tributário Substantivo, Processual Tributário",baseline,,
