questao_TEC,tribunal,banca,ano,questao,gabarito,ramo,subramo
#236946,TJPA,FGV,2008,"Durante o almoço dominical da família Silva, José da Silva pede a seu tio, com quem não coabita, Manoel da Silva, que lhe empreste algum dinheiro para comprar
roupas novas. Segundo José da Silva, as meninas andam dizendo que ele só veste as mesmas camisas e calças e isso tem prejudicado suas conquistas amorosas. Manoel
da Silva repreende seu sobrinho José dizendo que ele precisa amadurecer, pois tem vinte anos, mas comporta-se como um adolescente ainda. No mesmo dia, José
subtrai R$ 15,00 (quinze reais) e o talão de cheques de seu tio Manoel com intuito de adquirir roupas novas para si. Quando chega o sábado seguinte, José vai até o
banco para sacar o dinheiro necessário à aquisição de uma camisa e uma bermuda, preenchendo o cheque corretamente e imitando com perfeição a assinatura de seu
tio. Ocorre que Manoel percebera o desaparecimento do talão de cheques e comunicara o banco, razão pela qual o caixa se recusa a aceitar o cheque apresentado por
José. Qual(is) crime(s) praticou José da Silva?
a)  Não praticou crime algum.
b)  Furto consumado e estelionato tentado.
c)  Furto e estelionato consumados.
d)  Apenas estelionato.
e)  Apenas furto.",E,direito penal,Do Estelionato e das Outras Fraudes (arts. 171 a 179 do CP)
#2782480,TJSC,FGV,2024,"A doutrina classifica os delitos em diversas categorias.
Considerando algumas das classificações existentes, a alternativa que prevê delito de mera atividade, delito de lesão, delito plurissubjetivo e delito pluriofensivo,
respectivamente, é:
a)  violação de domicílio, furto, rixa e roubo;
b)  injúria, dano, associação criminosa e estelionato;
c)  assédio sexual, incêndio, apropriação indébita e roubo;
d)  desobediência, omissão de socorro, tráfico de pessoas e perseguição;
e)  ato obsceno, lesão corporal, constituição de milícia privada e autoaborto.",A,direito penal,Questões Mescladas sobre Crimes Contra o Patrimônio (arts. 155 a 183 do CP)
#2563661,TJES,FGV,2023,"Kátia, ao avistar um automóvel estacionado em um local ermo, aproxima-se do veículo e, com uma pedra, quebra o vidro da porta do motorista. Ato contínuo, ela
abre o veículo por dentro e nele ingressa, acionando, mediante ligação direta, sua ignição, deixando o local em sua condução e seguindo para local distante.
Posteriormente, ela retira peças de elevado valor comercial do automóvel e propõe a Leopoldo, proprietário de uma loja de peças automotivas, sua aquisição, mediante
um preço bem menor que o de mercado. Leopoldo, embora não soubesse da procedência das peças, desconfia que possam ser de origem criminosa, mas, considerando
vantajosa a oferta, adquire as mercadorias, no intuito de revendê-las com grande lucro, admitindo a possibilidade de estar comprando produto de crime antecedente.
Diante do caso narrado, é correto afirmar que:
a)  Kátia cometeu o crime de furto simples, e Leopoldo, o delito de receptação culposa;
b)  Kátia cometeu o crime de furto qualificado, e Leopoldo, o delito de receptação culposa;
c)  Kátia cometeu o crime de furto qualificado, e Leopoldo, o delito de receptação qualificada;
d)  Kátia cometeu o crime de furto simples, e Leopoldo, o delito de receptação qualificada;
e)  Kátia cometeu os crimes de furto simples e dano, e Leopoldo, o delito de receptação culposa.",D,direito penal,Questões Mescladas sobre Crimes Contra o Patrimônio (arts. 155 a 183 do CP)
#3177253,TJMT,FGV,2024,"Direito Penal - Dos Crimes contra a Liberdade Sexual e da Exposição da Intimidade Sexual (arts. 213 a 216-B do CP)
Alberto, professor do ensino médio, ao término de sua aula, após dispensar a turma, pede que sua aluna Bianca, de 16 anos de idade, permaneça no local, pois
precisa conversar reservadamente com ela. Ele, então, se aproxima da aluna, dizendo-lhe estar muito preocupado com suas últimas avaliações. Acrescenta que ela é
muito bonita para ter esse tipo de problema e, na sequência, sussurra em seu ouvido: Te quero. Surpresa e constrangida, Bianca deixa a sala, correndo. Diante do caso
narrado, Alberto deverá responder por:
a)  assédio sexual;
b)  importunação sexual;
c)  corrupção de menores;
d)  estupro, na forma tentada;
e)  satisfação de lascívia, mediante presença de criança ou adolescente.",A,,
#2563648,TJES,FGV,2023,"Gumercindo, num domingo de sol, em uma praia repleta de pessoas, passa a usar seu aparelho telefônico celular para fotografar, discreta e clandestinamente,
algumas mulheres presentes no local, notadamente aquelas que vestiam os menores biquínis, procurando, sobretudo, captar imagens de suas nádegas.
Diante do caso narrado, é correto afirmar que Gumercindo:
a)  não praticou crime;
b)  cometeu o crime de assédio sexual;
c)  cometeu o crime de importunação sexual;
d)  cometeu o crime de perseguição;
e)  cometeu o crime de registro não autorizado da intimidade sexual.",A,direito penal,Dos Crimes contra a Liberdade Sexual e da Exposição da Intimidade Sexual (arts. 213 a 216-B do CP)
#2563667,TJES,FGV,2023,"Nélio, colocando a mão sob sua camisa e simulando estar armado, aborda Olímpia, de 15 anos de idade, e determina que ela o masturbe, sob ameaça de morte.
Temendo por sua vida, por acreditar que ele realmente estivesse armado, Olímpia cumpre a ordem.
Diante do caso narrado, Nélio deverá responder por:
a)  estupro, em sua forma simples;
b)  importunação sexual;
c)  assédio sexual;
d)  estupro, em sua forma qualificada;
e)  estupro de vulnerável.",D,direito penal,Dos Crimes contra a Liberdade Sexual e da Exposição da Intimidade Sexual (arts. 213 a 216-B do CP)
#2694944,TJGO,FGV,2023,"Dario, casado com Elisa, começa a beijá-la na cama, sendo correspondido. Na sequência, ele faz menção de terem relações sexuais, porém, ela recusa, alegando
que está com sono e quer dormir. Não satisfeito com a negativa de Elisa, Dario a imobiliza e mantém com ela cópula vagínica, a força. Durante a relação sexual, diante da
resistência de Elisa e da agressividade com que é possuída pelo marido, ela sofre lesões corporais leves.
Diante do caso narrado, a correta adequação típica dos fatos, à luz do ordenamento jurídico penal, é:
a)  lesão corporal qualificada pela violência doméstica;
b)  estupro qualificado por lesão corporal;
c)  estupro, com a pena aumentada;
d)  estupro e lesão corporal qualificada pela violência doméstica;
e)  estupro, com a pena aumentada, e lesão corporal qualificada pela violência doméstica.",C,direito penal,Dos Crimes contra a Liberdade Sexual e da Exposição da Intimidade Sexual (arts. 213 a 216-B do CP)
#2782475,TJSC,FGV,2024,"Ilmar, de 20 anos de idade, namorado de Jorgina, de 13 anos de idade, vai com ela ao cinema e, durante a projeção do filme, aproveitando-se da escuridão e do
fato de a sala estar quase vazia, pede-lhe que faça sexo oral com ele, vindo ela a praticá-lo.
Porém, o casal é surpreendido durante o ato por um segurança do estabelecimento, que aciona a polícia.
Diante do caso narrado, Ilmar deverá responder por:
a)  ato obsceno;
b)  importunação sexual;
c)  estupro de vulnerável;
d)  ato obsceno e importunação sexual;
e)  ato obsceno e estupro de vulnerável.",E,direito penal,Dos Crimes Sexuais contra Vulnerável (arts. 217-A a 226 do CP)
#3183726,TJPE,FGV,2024,"Dario, em um bloco que desfila pelas ruas de Olinda, no carnaval de 2024, percebendo que uma foliã está totalmente embriagada, passa a beijá-la lascivamente,
sem seu prévio consentimento, embora ela não resista à abordagem, devido a seu estado. Diante do caso narrado, Dario cometeu o crime de:
a)  estupro, crime de ação penal privada;
b)  estupro, crime de ação penal pública incondicionada;
c)  estupro de vulnerável, crime de ação penal pública incondicionada;
d)  importunação sexual, crime de ação penal pública incondicionada;
e)  estupro de vulnerável, crime de ação penal pública condicionada a representação da vítima.",C,direito penal,Dos Crimes Sexuais contra Vulnerável (arts. 217-A a 226 do CP)
#1888026,TJMG,FGV,2022,"No dia 20/04/2021, Apolo, de 20 (vinte) anos de idade, com o objetivo de controlar o comportamento social da sua irmã Artemis, de 9 (nove) anos de idade
completos, aproveitando-se que a vítima estava distraída ouvindo música, apalpou seus seios, praticando esse único ato.
Considerando o entendimento dos Tribunais Superiores e as disposições previstas no Código Penal acerca dos crimes contra a dignidade sexual, analise as afirmativas a
seguir.
I. Apolo cometeu o crime disposto no Art. 215-A do Código Penal (importunação sexual), visto que o ato não foi cometido com violência e não houve a prática de
outros atos.
II. Apolo cometeu o crime disposto no Art. 217-A do Código Penal (estupro de vulnerável), visto que a presunção de violência é absoluta e deve-se usar o princípio
da especialidade no caso.
III. Em caso de condenação, o Juiz deve aplicar, necessariamente, a causa de aumento de pena que mais aumenta, não se admitindo a aplicação cumulativa das
majorantes.
Está correto o que se afirma em
a)  I, somente.
b)  II, somente.
c) I e III, somente.
d)  II e III, somente.",B,direito penal,Dos Crimes Sexuais contra Vulnerável (arts. 217-A a 226 do CP)
#2563636,TJES,FGV,2023,"Jennifer e seu companheiro Cristian fazem uso abusivo de substâncias entorpecentes e foram destituídos do poder familiar de seu primeiro filho, tendo em vista
graves violações dos deveres inerentes ao poder familiar. Jennifer dá à luz a seu segundo filho e Henrique, seu amigo de infância, não habilitado à adoção, apresenta-se
no cartório de RCPN como pai da criança e a registra, juntamente com Jennifer, em seu nome, mesmo ciente de que o genitor biológico da criança é Cristian, que não se
opõe ao ato praticado. Jennifer e Cristian vivem em situação de rua e não têm condições de cuidar do filho recém-nascido. Após alta hospitalar, a criança, com 5 dias de
vida, é entregue a Henrique, que a leva para a sua casa, onde reside com a sua esposa. Os fatos são noticiados pelo Conselho Tutelar ao Ministério Público.
Considerando o disposto na Lei nº 8.069/1990 (ECA), é correto afirmar que:
a)  inexiste irregularidade no ato praticado por Henrique, que poderia adotar o filho de Jennifer independentemente de habilitação à adoção, em razão dos vínculos
de afinidade e afetividade existentes entre eles;
b)  houve adoção consensual da criança por Henrique, tendo em vista a anuência de Jennifer e de Cristian com o registro em cartório da criança;
c)  em razão do registro de nascimento realizado por Henrique, caberá a sua habilitação à adoção a posteriori, a fim de regularizar a adoção consensual da criança;
d)  Henrique praticou crime e o juiz da Infância e Juventude poderá determinar a busca e apreensão da criança recém-nascida;
e)  considerando a boa-fé de Henrique, o juiz da Infância e Juventude poderá declarar a paternidade socioafetiva, regularizando a situação do recém-nascido.",D,direito penal,Dos Crimes contra o Estado de Filiação (arts. 241 a 243 do CP)
#2563657,TJES,FGV,2023,"Ilário, influenciador digital, publica um vídeo na internet, de acesso livre, em que, usando uma camiseta com a estampa de uma folha de maconha, defende a
legalização da aludida droga.
Diante do caso narrado, é correto afirmar que Ilário:
a)  não cometeu crime;
b)  cometeu o crime de incitação ao crime;
c)  cometeu o crime de apologia de crime ou criminoso;
d)  cometeu o crime de associação ao tráfico de drogas;
e)  cometeu o crime de tráfico de drogas, em uma de suas formas privilegiadas.",A,direito penal,Dos Crimes contra a Paz Pública (arts. 286 a 288-A do CP)
#2216340,TJPE,FGV,2022,"Gerald, Harold, Arnold, Sid e Eugene se reúnem de forma permanente e estável, por alguns meses, planejando roubos a determinados bancos. Ultimada essa fase,
deflagram a execução do roubo, com emprego de simulacros de armas de fogo, sendo certo que Harold, Arnold, Sid e Eugene ingressam no estabelecimento bancário,
realizando a rendição das pessoas e a coleta do dinheiro em espécie, ao passo que Gerald permanece com um veículo de fuga ligado, na porta do banco. Quando da
fuga, são cercados pela polícia, dentro do carro, no quarteirão imediatamente posterior, ainda em posse dos simulacros e do dinheiro arrecadado.
Diante desse cenário, é correto afirmar que os agentes responderão por:
a)  associação criminosa e roubo majorado pelo concurso de pessoas, em concurso material;
b)  associação criminosa e roubo simples, em concurso material;
c)  associação criminosa e roubo majorado pelo concurso de pessoas, em concurso formal;
d)  associação criminosa e roubo simples, em concurso formal;
e)  roubo majorado pelo concurso de pessoas, ficando a associação criminosa consumida.",A,direito penal,Dos Crimes contra a Paz Pública (arts. 286 a 288-A do CP)
#3354986,TJSE,FGV,2025,"Bernardo, depois de perder a hora para ir para o trabalho, receoso de ser sancionado por seu empregador, o qual já vem reclamando de seus constantes atrasos,
decide fabricar uma justificativa para sua falta. Para tanto, vai com seu cachorro a uma clínica veterinária municipal, gerida por uma Organização Social (OS) contratada
pela Prefeitura. No local, alega falsamente que seu cachorro está com diarreia, perante o médico veterinário, dr. Caio, contratado da OS, que ali trabalha há três semanas.
Após examinar o animal, dr. Caio informa que o cão está bem e que não há necessidade de medicá-lo, orientando Bernardo a alimentá-lo apenas com ração e mantê-lo
hidratado. Ato contínuo, Bernardo lhe solicita um atestado, para justificar sua falta ao trabalho, porém dr. Caio se recusa, pois o animal está saudável. Bernardo, então,
lhe oferece a importância de vinte reais para que lhe entregue o atestado, e dr. Caio aceita a oferta, entregando-lhe o documento, no qual atesta falsamente que o
cachorro está desidratado e enfraquecido, e que permaneceu na clínica, tomando soro na veia, ao longo de todo aquele dia, acompanhado por seu tutor, Bernardo. No dia
seguinte, Bernardo entrega o atestado no RH da empresa onde trabalha, para justificar sua falta. Passadas duas semanas, policiais, depois de receberem notícia de que
um falso médico veterinário estaria trabalhando na citada clínica, comparecem ao local, onde, após breve averiguação, descobrem que dr. Caio é, na verdade, estudante
de veterinária, cursando o segundo ano da faculdade, sendo o fato amplamente noticiado na imprensa. O diretor de RH da empresa onde Bernardo trabalha, ao tomar
conhecimento da notícia, resolve examinar melhor o atestado que ele apresentara e, depois de verificar que seu emissor é o mesmo falso médico veterinário citado no
noticiário, formaliza notícia de crime à polícia, instruída com o mencionado documento.
Diante do caso narrado, é correto afirmar que Bernardo cometeu os crimes de:
a)  falsidade ideológica, em sua forma majorada, e de uso de documento falso, ao passo que Caio praticou os delitos de falsidade ideológica e de exercício ilegal da
medicina, arte dentária ou farmacêutica;
b)  corrupção ativa, em sua forma simples, e de uso de documento falso, ao passo que Caio praticou os delitos de falsidade de atestado médico e de exercício ilegal
da medicina, arte dentária ou farmacêutica, em sua forma qualificada;
c)  corrupção ativa, em sua forma simples, e falsidade ideológica, em sua forma majorada, ao passo que Caio praticou o delito de falsidade de atestado médico e a
contravenção penal de exercício ilegal de profissão ou atividade;
d)  corrupção ativa, em sua forma majorada, e de uso de documento falso, ao passo que Caio praticou os delitos de corrupção passiva e de falsificação de
documento público, além da contravenção penal de exercício ilegal de profissão ou atividade;
e)  corrupção ativa e de falsidade ideológica, ambos em suas respectivas formas majoradas, ao passo que Caio praticou os delitos de corrupção passiva, com
incidência de causa de aumento de pena, e de falsidade ideológica, em sua forma majorada, além da contravenção penal de exercício ilegal de profissão ou
atividade.",E,direito penal,Falsidade Ideológica (art. 299 do CP)
#2563663,TJES,FGV,2023,"Miguel, funcionário de uma autoescola, insere no banco de dados do Departamento de Trânsito (Detran) a informação de que um aluno, a quem deseja beneficiar,
teria realizado todas as aulas teóricas e práticas exigidas para a obtenção da permissão para dirigir veículo automotor, o que não condiz com a realidade. A partir dessas
informações, é agendada a prova prática de direção, na qual o aluno é aprovado, sendo então emitida sua permissão para dirigir veículo automotor.
Diante do caso narrado, Miguel deverá responder por:
a)  falsidade ideológica;
b)  falsificação de documento público;
c)  inserção de dados falsos em sistema de informações;
d)  inserção de dados falsos em sistema de informações e prevaricação;
e)  inserção de dados falsos em sistema de informações e falsificação de documento público.",A,direito penal,Falsidade Ideológica (art. 299 do CP)
#3248219,TRF3,FGV,2025,"Assinale a alternativa correta. Em um posto de abastecimento às margens de rodovia, ao abastecer a viatura, policiais rodoviários conseguiram avistar um motorista
que saiu cambaleante da lanchonete, ligou seu veículo e o conduziu pela rodovia, até que os policiais conseguiram alcançá-lo, dando ordem de parada, a 2 km da saída
do posto. Ao indagarem seus dados, ele disse se chamar Quinto Petílio, não apresentando nenhum documento, alegando portá-los em seu celular, que se encontrava
descarregado. Percebendo estar o banco traseiro mais alto que o normal, com cobertor de mesma cor do estofado, os policiais encontraram ocultos 690 maços de
cigarros paraguaios, sem autorização do órgão competente. No posto policial, os policiais conseguiram identificar que o motorista se tratava, na verdade, de Licínio
Muciano, o qual detinha condenação anterior por embriaguez ao volante. Em teste de etilômetro, constatou-se volume de álcool por litro de ar expelido significativamente
superior ao permitido. Segundo a atual jurisprudência consolidada do STJ, o motorista poderá responder:
a)  Pelos crimes de descaminho, embriaguez ao volante e falsa identidade.
b)  Pelos crimes de contrabando, embriaguez ao volante e falsa identidade.
c)  Pelo crime de embriaguez ao volante, estando a falsa identidade abrangida no direito de autodefesa e o fato relativo aos cigarros irrelevante penal.
d)  Pelos crimes de embriaguez ao volante e falsa identidade, sendo o fato relativo aos cigarros irrelevante penal.
e)  Pelos crimes de descaminho e embriaguez, estando a falsa identidade abrangida no direito de autodefesa.",D,direito penal,Uso de Documento Falso (art. 304 do CP)
#2563659,,FGV,2023,"FGV - JS (TJ ES)/TJ ES/2023
Direito Penal - Adulteração de Sinal Identificador de Veículo Automotor (art. 311 do CP)
Jerônimo, motoboy autônomo, conduz sua motocicleta sem as placas de identificação, para fazer a entrega de pizza a um cliente, quando é flagrado em uma blitz
policial. Resta apurado que o veículo pertencia à Pizzaria Massa Italiana, cujo proprietário retirara as placas, com o objetivo de não ser multado em decorrência de
eventuais infrações de trânsito cometidas pelos entregadores do restaurante.
Diante do caso narrado, é correto afirmar que Jerônimo:
a)  não cometeu crime;
b)  cometeu o crime de estelionato qualificado;
c)  cometeu o crime de adulteração de sinal identificador de veículo, em sua forma qualificada;
d)  cometeu o crime de adulteração de sinal identificador de veículo, em sua forma equiparada;
e)  cometeu o crime de adulteração de sinal identificador de veículo, em sua forma fundamental.",A,,
#3485662,TJTO,FGV,2025,"Sobre os crimes contra a Administração Pública, é correto afirmar que:
a)  comete crime de prevaricação o funcionário público que, por indulgência, deixar de responsabilizar subordinado que tenha cometido infração no exercício do
cargo ou, quando lhe falte competência, não tenha levado o fato ao conhecimento da autoridade competente;
b)  patrocinar, direta ou indiretamente, interesse privado perante a Administração Pública, valendo-se da qualidade de funcionário, configura o delito de tráfico de
influência;
c)  não se incluem no conceito de funcionário público para fins penais jurados e mesários eleitorais;
d)  não se incluem no conceito de funcionário público para fins penais empregados de empresa contratada que prestam serviço atípico para a Administração Pública;
e)  não se aplica o princípio da insignificância nos casos de crimes contra a Administração Pública, em qualquer hipótese.",D,direito penal,Funcionário Público para Fins Penais (art. 327 do CP)
#3183702,TJPE,FGV,2024,"Maria, funcionária pública, propõe a João, profissional liberal, ação conjunta visando à subtração de bem pertencente ao órgão público em que trabalha,
aproveitando-se da ausência de vigilância no estabelecimento. Sobre a situação, é correto afirmar que:
a)  Maria responderá pelo crime de peculato-furto e João, pelo crime de furto, pois o peculato-furto é um crime funcional próprio;
b)  Maria responderá pelo crime de peculato-furto e João não responderá por nenhum delito, por não ser funcionário público;
c)  segundo posição do Superior Tribunal de Justiça, a depender do valor do bem subtraído por Maria e João, é possível aplicar o princípio da insignificância;
d)  João responderá por peculato-furto, pois ciente da condição funcional de Maria;
e)  Maria e João responderão pelo delito de furto, pois o peculato só admite as formas de apropriação ou desvio.",D,direito penal,Peculato (art. 312 do CP)
#2518828,TRF1,FGV,2023,"Débora, arquiteta e sem vínculo permanente com a Administração Pública, atuando como perita judicial, recebe honorários, mas não realiza o trabalho pericial.
Intimada pelo juiz da causa para devolver a quantia, não o faz.
A conduta de Débora se amolda ao crime de:
a)  apropriação indébita (Art. 168 do CP);
b)  peculato (Art. 312 do CP);
c)  estelionato (Art. 171 do CP);
d)  advocacia administrativa (Art. 321 do CP);
e)  falsa perícia (Art. 342 do CP).",B,direito penal,Peculato (art. 312 do CP)
#2563644,TJES,FGV,2023,"Dario, funcionário de uma Organização Social (OS) contratada pelo Município de Vila Velha/ES para gerir um hospital público, responsável pelo almoxarifado,
termina seu turno de trabalho e, ao deixar o depósito onde ficam armazenados diversos insumos médicos, distraído com um vídeo a que assiste em seu telefone celular,
deixa de trancar a porta. Durante a madrugada, Elisa, enfermeira da mesma OS, escorrega num piso molhado e acaba esbarrando na porta deixada destrancada por
Dario, que se abre.
Curiosa, Elisa entra no cômodo, onde avista valiosos medicamentos. Ela, então, começa a colocar algumas caixas dos medicamentos em sua bolsa, na intenção de ficar
com o material, porém, ainda no interior do depósito, é flagrada por um segurança do hospital, que desconfia de sua presença ali, e, percebendo o que estava
acontecendo, a detém.
Diante do caso narrado, é correto afirmar que:
a)  Dario não cometeu crime algum, ao passo que Elisa praticou o delito de furto simples tentado;
b)  Dario cometeu o delito de peculato culposo, ao passo que Elisa cometeu o delito de peculato doloso, na forma tentada;
c)  Dario cometeu o crime de peculato culposo, na modalidade tentada, ao passo que Elisa praticou o delito de furto simples tentado;
d)  Dario não cometeu crime algum, ao passo que Elisa praticou o delito de furto tentado, com a pena aumentada, por ter sido praticado durante o repouso
noturno;
e)  Dario cometeu o crime de peculato impróprio, ao passo que Elisa praticou o delito de furto tentado, com a pena aumentada, por ter sido praticado durante o
repouso noturno.",D,direito penal,Peculato (art. 312 do CP)
#2782444,TJSC,FGV,2024,"Alberto, servidor lotado na área de recursos humanos da Câmara Municipal de Blumenau, com livre acesso aos dados cadastrais a partir dos quais é gerada a folha
de pagamento do referido ente público, neles insere informações de pessoa que não exercia qualquer atividade laborativa na Casa Legislativa, com o propósito de ficar
com a remuneração destinada a tal pessoa, que sequer tinha conhecimento do fato.
Diante do caso narrado, Alberto:
a)  não cometeu qualquer crime;
b)  cometeu o crime de inserção de dados falsos em sistema de informações e, caso restitua voluntariamente ao erário todos os valores recebidos indevidamente,
antes do recebimento da denúncia, deverá ter a pena reduzida;
c)  cometeu o crime de peculato impróprio e, caso restitua voluntariamente ao erário todos os valores recebidos indevidamente, antes da sentença irrecorrível,
deverá o juiz declarar extinta a punibilidade do fato;
d)  cometeu o crime de inserção de dados falsos em sistema de informações e, caso restitua voluntariamente ao erário todos os valores recebidos indevidamente,
antes da sentença irrecorrível, deverá o juiz declarar extinta a punibilidade do fato;
e)  cometeu o crime de estelionato, com pena aumentada, por ter sido o crime cometido em detrimento de entidade de direito público e, caso restitua
voluntariamente ao erário todos os valores recebidos indevidamente, antes do recebimento da denúncia, deverá ter a pena reduzida.",B,direito penal,Inserção de Dados Falsos em Sistema de Informações (art. 313-A do CP)
#3248227,TRF3,FGV,2025,"Assinale a alternativa correta. Úlpio, então funcionário do Ministério dos Transportes, solicita dois milhões de reais para elaborar parecer favorável à construção de
uma nova rodovia. Recebe o valor em novembro de 2023, diretamente em conta no exterior, não declarada às autoridades brasileiras. Em janeiro de 2024, saca aqueles
recursos e adquire para si imóvel no exterior, colocando-o em nome de Pacúvio, seu motorista. Úlpio poderá responder:
a)  Por corrupção passiva, evasão de divisas e lavagem de capitais.
b)  Por corrupção ativa, evasão de divisas e lavagem de capitais.
c)  Apenas por corrupção ativa e lavagem de capitais, tendo em vista que a evasão dos recursos não foi promovida por ele, mas pela construtora.
d)  Apenas por corrupção passiva e lavagem de capitais, tendo em vista que a evasão dos recursos não foi promovida por ele, mas pela construtora.
e)  Apenas pela corrupção passiva e evasão de divisas, sendo a compra do imóvel exaurimento do crime.",A,direito penal,Corrupção Passiva (art. 317 do CP)
#236951,TJPA,FGV,2008,"Assinale a alternativa que reúne exclusivamente os crimes próprios de funcionário público.
a)  prevaricação, concussão, corrupção passiva e usurpação de função pública
b)  peculato, excesso de exação, falsificação de documento público e corrupção ativa
c)  desacato, peculato culposo, corrupção ativa e prevaricação
d)  facilitação de contrabando ou descaminho, advocacia administrativa, peculato e tráfico de influência
e)  prevaricação, abandono de função, concussão e modificação não autorizada de sistema de informações",E,direito penal,Abandono de Função (art. 323 do CP)
#1888029,TJMG,FGV,2022,"Com base no Código Penal e na jurisprudência atualizada dos Tribunais Superiores acerca do crime de desacato, analise as afirmativas a seguir e assinale (V) para a
verdadeira e (F) para a falsa.
(   ) O tabelião pode ser sujeito passivo primário do crime de desacato.
(   ) O crime de desacato foi recepcionado pela Constituição da República de 1988.
(   ) Se o réu, que comete o crime de desacato, for reincidente em crime doloso e portador de maus antecedentes, o juiz, na sentença condenatória, pode fixar o
regime fechado para cumprimento da pena.
(   ) Considerando as circunstâncias do caso, o juiz pode deixar de aplicar a pena privativa de liberdade e condenar o réu, que cometeu o crime de desacato,
apenas ao pagamento de multa pela prática do delito.
As afirmativas são, na ordem apresentada, respectivamente,
a)  V  F  F  V.
b)  F  V  V  F.
c)  F  V  F  V.
d) V  F  V  V.",C,direito penal,Desacato (art. 331 do CP)
#3128227,,FGV,2024,"FGV - JE TJSC/TJ SC/2024
Direito Penal - Corrupção Ativa (art. 333 do CP)
Felipe é flagrado por policiais na posse de pequena quantidade de cocaína, que ele pretendia usar numa festinha. Para não ser conduzido à Delegacia de Polícia, ele
lhes oferece a importância de R$ 200,00 em espécie, porém a proposta é recusada pelos policiais, que o levam à Delegacia de Polícia.
Diante do caso narrado, a alternativa correspondente à adequação típica da conduta de Felipe, referente ao oferecimento de dinheiro aos policiais, é:
a)  fato atípico;
b)  corrupção ativa consumada;
c)  tentativa de corrupção ativa;
d)  corrupção passiva consumada;
e)  tentativa de corrupção passiva.",B,,
#2121909,TJSC,FGV,2022,"No dia 7 de junho de 2019, por volta das 15h15, na Rodovia PR-317, Km 165, no Município de Peabiru/PR, Dimitri, dolosamente e ciente da ilicitude e da
reprovabilidade de sua conduta, importou e transportou diversas mercadorias estrangeiras (eletrônicos, games, celulares e receptores de satélite), sem a regular
documentação de importação, em infração às medidas de controle fiscal, iludindo o pagamento de tributos federais (II e IPI) no montante de R$ 44.393,05. Não houve
comprovação quanto à contribuição de Dimitri para atravessar fronteira com as referidas mercadorias.
Considerando essa narrativa, Dimitri deverá responder por:
a)  descaminho;
b)  contrabando;
c) facilitação de contrabando ou descaminho;
d) receptação;
e) receptação qualificada.",A,direito penal,Descaminho e Contrabando (arts. 334 e 334-A do CP)
#2216337,TJPE,FGV,2022,"Márcia e Sueli são sócias-administradoras de uma sociedade empresária do ramo de materiais cirúrgicos. Diana, amiga das referidas empresárias, é secretária
municipal de Saúde e realiza a contratação dessa sociedade empresária para a entrega de trezentos bisturis e duzentas máscaras cirúrgicas. Contudo, Márcia, Sueli e
Diana ajustaram entre si a entrega, o que de fato foi realizado, de apenas cinquenta bisturis e cinquenta máscaras.
Quanto à tipicidade penal, é correto afirmar que Márcia e Sueli:
a)  não responderão criminalmente, em razão de não serem funcionárias públicas e não deterem o poder decisório sobre a contratação;
b)  responderão pelo crime de fraude em licitação ou contrato;
c)  responderão pelo crime de concussão em concurso material com o crime de peculato culposo;
d)  responderão pelo crime de corrupção ativa em concurso formal com o crime de lavagem de dinheiro;
e)  responderão pelo crime de contratação inidônea em concurso formal com o crime de peculato doloso.",B,direito penal,Dos Crimes em Licitações e Contratos Administrativos (arts. 337-E a 337-P do CP)
#261365,TJMS,FGV,2008,"Maria de Souza devia R$ 500,00 (quinhentos reais) a José da Silva e vinha se recusando a fazer o pagamento havia meses. Cansado de cobrar a dívida de Maria
pelos meios amistosos, José decide obter a quantia que lhe é devida de qualquer forma. Ao encontrar Maria fazendo compras no centro da cidade, José retira a bolsa das
mãos de Maria puxando-a com força. A fivela da alça causa uma lesão leve no braço de Maria. José abre a bolsa de Maria, constatando que ela levava consigo R$
2.000,00 (dois mil reais), e pega R$ 500,00 (quinhentos reais), deixando a bolsa com os pertences de Maria no chão.
Qual será a punição para o crime praticado por José?
a) Incidirá na pena de roubo simples.
b) Incidirá na pena de furto simples.
c) Incidirá nas penas de exercício arbitrário das próprias razões.
d) Incidirá nas penas de exercício arbitrário das próprias razões, além da pena correspondente à violência.
e) Incidirá nas penas de exercício arbitrário das próprias razões, além da pena de furto simples.",D,direito penal,Exercício Arbitrário das Próprias Razões (arts. 345 e 346 do CP)
#3518783,TJCE,FGV,2025,"Lucas responde, em juízo, pela prática do crime de furto qualificado pela fraude.
Ao tomar ciência sobre a designação da audiência de instrução e julgamento, Matheus, dolosamente, procurou o acusado  seu vizinho , afirmando que conhece, de
longa data, uma das testemunhas de acusação. Solicitou, assim, o recebimento de cinco salários mínimo, a pretexto de influir no depoimento da referida testemunha,
insinuando que parte dos valores também seria a ela destinada.
Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Matheus responderá pelo crime de
a)  exploração de prestígio, na modalidade simples, com a incidência de uma causa de aumento de pena.
b)  exploração de prestígio, na modalidade qualificada, com a incidência de uma causa de aumento de pena.
c)  tráfico de influência, na modalidade qualificada, com a incidência de uma causa de aumento de pena.
d)  tráfico de influência, na modalidade simples, com a incidência de uma causa de aumento de pena.
e)  exploração de prestígio, na modalidade simples, sem causas de aumento de pena.",A,direito penal,Exploração de Prestígio (art. 357 do CP)
