Tema da RG,Numero do processo,Relator,Data de julgamento,Ramo do direito,Resultado,Tese,Ementa,Legislação,Jurisprudência,Data de publicação,Órgão julgador
551,RE 1066677,MARCO AURÉLIO,5/22/2020,"DIREITO ADMINISTRATIVO, DIREITO CONSTITUCIONAL, DIREITO DO TRABALHO",Tese fixada,"Servidores temporários não fazem jus a décimo terceiro salário e férias remuneradas acrescidas do terço constitucional, salvo (I) expressa previsão legal e/ou contratual em sentido contrário, ou (II) comprovado desvirtuamento da contratação temporária pela Administração Pública, em razão de sucessivas e reiteradas renovações e/ou prorrogações","RECURSO EXTRAORDINÁRIO. REPERCUSSÃO GERAL. CONSTITUCIONAL. ADMINISTRATIVO. SERVIDOR PÚBLICO. CONTRATAÇÃO TEMPORÁRIA. DIREITO A DÉCIMO TERCEIRO SALÁRIO E FÉRIAS REMUNERADAS, ACRESCIDAS DO TERÇO CONSTITUCIONAL. 1. A contratação de servidores públicos por tempo determinado, para atender a necessidade temporária de excepcional interesse público, prevista no art. 37, IX, da Constituição, submete-se ao regime jurídico-administrativo, e não à Consolidação das Leis do Trabalho. 2. O direito a décimo terceiro salário e a férias remuneradas, acrescidas do terço constitucional, não decorre automaticamente da contratação temporária, demandando previsão legal ou contratual expressa a respeito. 3. No caso concreto, o vínculo do servidor temporário perdurou de 10 de dezembro de 2003 a 23 de março de 2009.4. Trata-se de notório desvirtuamento da finalidade da contratação temporária, que tem por consequência o reconhecimento do direito ao 13º salário e às férias remuneradas, acrescidas do terço. 5. Recurso extraordinário a que se nega provimento. Tese de repercussão geral: ""Servidores temporários não fazem jus a décimo terceiro salário e férias remuneradas acrescidas do terço constitucional, salvo (I) expressa previsão legal e/ou contratual em sentido contrário, ou (II) comprovado desvirtuamento da contratação temporária pela Administração Pública, em razão de sucessivas e reiteradas renovações e/ou prorrogações”.",,,7/1/2020,Tribunal Pleno
667,RE 642895,MARCO AURÉLIO,5/15/2020,"DIREITO ADMINISTRATIVO, DIREITO CONSTITUCIONAL",Tese fixada,"É inconstitucional, por dispensar o concurso público, a reestruturação de quadro funcional por meio de aglutinação, em uma única carreira, de cargos diversos, quando a nova carreira tiver atribuições e responsabilidades diferentes dos cargos originais","RECURFSO EXTRAORDINÁRIO. REPERCUSSÃO GERAL. CONSTITUCIONAL. ADMINISTRATIVO. REESTRUTURAÇÃO DE QUADRO FUNCIONAL. AGLUTINAÇÃO, EM UMA ÚNICA CARREIRA, DE CARGOS DE CARREIRAS DIFERENCIADAS. INCONSTITUCIONALIDADE, POR DISPENSAR O CONCURSO PÚBLICO. 1. Tema 667 da repercussão geral: Legitimidade da reestruturação de quadro funcional por meio de aglutinação, em uma única carreira, de cargos anteriormente providos em carreiras diferenciadas, sem a observância do concurso público. 2. O Tribunal de origem declarou a inconstitucionalidade do artigo 24 da Resolução 002/2006, bem como do artigo 1º da Resolução 004/2006, ambas da Assembleia Legislativa do Estado de Santa Catarina – ALESC, sob o fundamento de que as normas impugnadas permitem o acesso a cargo diverso daquele para o qual o servidor prestou concurso público. 3. O artigo 24 da Resolução 002/2006 prevê a possibilidade de progressão funcional do cargo de Consultor Legislativo para o cargo de Procurador, dentro da carreira de Assessoria Institucional. 4. O cargo de Procurador, em qualquer de suas modalidades, tem atribuições e responsabilidades inegavelmente maiores que as atribuídas aos cargos de Consultor Legislativo I e II. 5. Assim, é evidente que não se trata apenas de progressão funcional dentro da mesma carreira, mas sim de acesso a cargo distinto por via transversa, o que é vedado pela Constituição Federal, ante a obrigatoriedade de realização de concurso público. 6. Dentro do arquétipo legal, constitucional e jurisprudencial que rege o acesso aos cargos públicos, vigora a regra da observância obrigatória do concurso público, não apenas na primeira investidura em cargos públicos, mas também o acesso a outros cargos no serviço público. 7. É vedado à Administração, a pretexto de reestruturar as carreiras, usurpar a obrigatoriedade de realização de concurso público. 8. Recurso extraordinário a que se nega provimento. Tese de repercussão geral: ""É inconstitucional, por dispensar o concurso público, a reestruturação de quadro funcional por meio de aglutinação, em uma única carreira, de cargos diversos, quando a nova carreira tiver atribuições e responsabilidades diferentes dos cargos originais"". ",,Tema 667,6/3/2020,Tribunal Pleno
854,RE 1001104,MARCO AURÉLIO,5/15/2020,,Aguardando julgamento,,"TRANSPORTE PÚBLICO COLETIVO – LICITAÇÃO – FORMA ESSENCIAL. Salvo situações excepcionais, devidamente comprovadas, o implemento de transporte público coletivo pressupõe prévia licitação.",,,6/19/2020,Tribunal Pleno
996,RE 968414,MARCO AURÉLIO,5/15/2020,"DIREITO CONSTITUCIONAL, DIREITO PREVIDENCIÁRIO",Aguardando julgamento,,BENEFÍCIO PREVIDENCIÁRIO – ATUALIZAÇÃO. Não encontra amparo no Texto Constitucional revisão de benefício previdenciário pelo valor nominal do salário mínimo.,,,6/3/2020,Tribunal Pleno
521,RE 612707,EDSON FACHIN,5/15/2020,"DIREITO CONSTITUCIONAL, DIREITO FINANCEIRO",Aguardando julgamento,,"RECURSO EXTRAORDINÁRIO. REPERCUSSÃO GERAL. DIREITO FINANCEIRO. PRECATÓRIOS. NATUREZA ALIMENTAR. PREVALÊNCIA ABSOLUTA. ART. 78 DO ADCT. SEQUESTRO DE VERBAS PÚBLICAS. PRETERIÇÃO. ORDEM CRONOLÓGICA. 1. Fixação de tese jurídica ao Tema 521 da sistemática da repercussão geral: “É legítima a expedição de ordem de sequestro de verbas públicas, por conta da ordem cronológica de pagamento de precatórios, na hipótese de crédito de natureza alimentar mais antigo ser preterido em favor de parcela de precatório de natureza não alimentar mais moderno, mesmo quando este integrar o regime do art. 78 do ADCT. ” 2. O artigo 100 da Constituição da República traduz-se em um dos mais expressivos postulados realizadores do princípio da igualdade, pois busca conferir, na concreção do seu alcance, efetividade à exigência constitucional de tratamento isonômico dos credores do Estado. Precedente: ADI-MC 584, de relatoria do Ministro Celso de Mello, Tribunal Pleno, DJ 22.05.1992.3. O Supremo Tribunal Federal possui entendimento iterativo no sentido de que a ordem cronológica é o critério constitucional para a satisfação dos débitos do Poder Público reconhecidos em juízo. 4. Concebe-se o relacionamento entre o regime de pagamento especial de débitos judiciais da Fazenda Pública, de acordo com a natureza do crédito, alimentar ou não, com prevalência absoluta do primeiro em relação ao último. Precedente: ADI 47, de relatoria do Ministro Octávio Gallotti, DJe 13.06.1997. Súmula 655 do STF. 5. O único caso de autorização do sequestro de verbas públicas, previsto no art. 100 da Constituição da República e aplicável aos precatórios de caráter alimentar, consiste na hipótese de burla ao direito de precedência do credor. Precedente: ADI 1.662, de relatoria do Ministro Maurício Corrêa, DJ 19.09.2003.6. O pagamento parcelado de débitos antigos, nos termos do art. 78 do ADCT, não infirma a prevalência dos créditos de natureza alimentar sobre os demais, desde que respeitada a ordem cronológica. A regra permanece hígida, mesmo diante da excepcionalidade conjectural pressuposta pelo dispositivo precitado. Precedente: RE 132.031, de relatoria do Ministro Celso de Mello, Primeira Turma, DJ 19.04.1996.7. Recurso extraordinário a que se nega provimento.",,"Tema 521, Súmula 655",9/8/2020,Tribunal Pleno
774,RE 827538,MARCO AURÉLIO,5/11/2020,"DIREITO ADMINISTRATIVO, DIREITO AMBIENTAL, DIREITO CONSTITUCIONAL",Aguardando julgamento,,"DIREITO CONSTITUCIONAL. ADMINISTRATIVO. RECURSO EXTRAORDINÁRIO EM REPERCUSSÃO GERAL. EXPLORAÇÃO DO APROVEITAMENTO ENERGÉTICO DOS CURSOS DE ÁGUA. EXIGÊNCIAS ESTABELECIDAS EM LEI ESTADUAL. INTERVENÇÃO NA RELAÇÃO CONTRATUAL FORMADA ENTRE CONCESSIONÁRIO E CONCEDENTE (UNIÃO). IMPOSSIBILIDADE. VIOLAÇÃO À COMPETÊNCIA CONSTITUCIONAL DA UNIÃO (ART. 21, XI, DA CRFB). INAPLICABIIDADE DA COMPETÊNCIA COMUM DO ART. 23 DA CRFB. DESCOMPASSO COM O SISTEMA DE PROTEÇÃO AMBIENTAL. AUSÊNCIA DE COOPERAÇÃO A QUE SE REFERE O PARÁGRAFO ÚNICO DO ART. 23 DA CONSTITUIÇÃO. 1. A Lei Estadual 12.503/1997 do Estado de Minas Gerais, que cria obrigação para empresas concessionárias de serviços de abastecimento de água e de geração de energia elétrica, públicas ou privadas, a investir o equivalente a, no mínimo, 0,5% (meio por cento) do valor total da receita operacional na proteção e na preservação ambiental da bacia hidrográfica em que ocorrer a exploração, ali apurada no exercício anterior ao do investimento, promove intervenção na relação de concessão estabelecida entre a empresa concessionária e a entidade concedente, no caso, a União. 2. A exigência decorrente do contrato de exploração dos recursos naturais não estabelecida inicialmente pelo ente competente incrementa o custo do contrato administrativo pelo Estado membro, interferindo na relação contratual previamente acertada. 3. Descumprimento do que preconizam os arts. 21, XI e XII, b, e 22, IV, da Constituição. Precedente: ADI 3343, Relator Min. Ayres Britto, Redator p/ Acórdão Min. Luiz Fux, Tribunal Pleno, julgado em 1º/9/2011, DJe 22/11/2011.4. Esta Suprema Corte também já entendeu como intervenção indevida do Estado membro na relação contratual de concessão do serviço de energia elétrica a obrigatoriedade estabelecida em lei estadual de que as concessionárias promovessem a remoção gratuita de postes de sustentação da rede elétrica que estejam causando transtornos ou impedimentos. Acórdão formado nos autos da ADI 4.925, Rel. Min. Teori Zavascki, Tribunal Pleno, julgado em 12/2/2015.5. A exigência estabelecida na lei estadual também não se configura como parte de um sistema de controle e preservação ambiental, apta a fazer incidir a competência comum do Estado Membro, nos termos do art. 23 da CRFB. 6. A competência comum apontada como corolário a justificar a legitimidade da exigência do Estado de Minas Gerais, prevista no art. 23 da Constituição, deve estar contida em um sistema federativo maior, tal qual sinaliza o parágrafo único do dispositivo que exige a cooperação entre União e Entes federados. 7. In casu, a regra editada pelo Estado vai de encontro ao sistema já estabelecido. O sistema de proteção ambiental, em especial com a definição de Áreas de Preservação Permanente criadas no entorno do reservatório d""água destinado à geração de energia, já encontra previsão no Código Florestal Lei 12.651/2012. A exigência impugnada nesta demanda destoa, destarte, do sistema já formatado. 8. Mutatis mutandis, o Plenário deste Supremo Tribunal Federal já cunhou precedente no sentido de que normas municipais, ainda que editadas sob o manto da competência comum, somente mantém-se válidas em face de disposição federal divergente quando congregam elementos a justificarem peculiaridade local, o que não é o caso dos autos. RE 586224, Relator Min. Luiz Fux, Tribunal Pleno, julgado em 5/3/2015, Repercussão Geral Mérito, DJe 8/5/2015 9. Recurso Extraordinário provido, com a fixação da seguinte tese de repercussão geral: A norma estadual que impõe à concessionária de geração de energia elétrica a promoção de investimentos, com recursos identificados como parcela da receita que aufere, voltados à proteção e à preservação de mananciais hídricos, é inconstitucional por configurar intervenção indevida do Estado no contrato de concessão da exploração do aproveitamento energético dos cursos de água, atividade de competência da União, conforme art. 21, XII, b, da Constituição Federal.",CF/88 - art. 21; inc. XII; b,,7/22/2020,Tribunal Pleno
523,RE 666156,ROBERTO BARROSO,5/11/2020,"DIREITO CONSTITUCIONAL, DIREITO EMPRESARIAL, DIREITO TRIBUTÁRIO",Tese fixada,"São constitucionais as leis municipais anteriores à Emenda Constitucional n° 29/2000, que instituíram alíquotas diferenciadas de IPTU para imóveis edificados e não edificados, residenciais e não residenciais","Direito tributário. Recurso Extraordinário com Repercussão Geral. IPTU. Alíquotas diferenciadas. Lei Municipal Anterior à EC 29/2000. Constitucionalidade. Precedentes de ambas as Turmas. 1. Esta Corte, em diversos precedentes de ambas as Turmas, manifestou-se pela possibilidade da instituição de alíquotas diferenciadas de IPTU com base na destinação e situação do imóvel (residencial ou comercial, edificado ou não edificado), em período anterior à edição da Emenda Constitucional n° 29/2000. Entendeu-se que tal prática não se confunde com o estabelecimento de alíquotas progressivas, cuja constitucionalidade, em momento anterior à emenda constitucional, foi reconhecida apenas para assegurar o cumprimento da função social da propriedade. 2. Desse modo, mantenho o entendimento de ambas as Turmas desta Corte e nego provimento ao recurso. Proponho a fixação da seguinte tese em sede de repercussão geral: “São constitucionais as leis municipais anteriores à Emenda Constitucional n° 29/2000, que instituíram alíquotas diferenciadas de IPTU para imóveis edificados e não edificados, residenciais e não residenciais”.",,,6/16/2020,Tribunal Pleno
1089,RE 1223164,MINISTRO PRESIDENTE,5/7/2020,DIREITO ADMINISTRATIVO,Infraconstitucional,"É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à definição da natureza de gratificações ou outras vantagens remuneratórias concedidas aos servidores ativos estaduais, municipais ou distritais para fins de incorporação aos proventos de servidores inativos e pensionistas","Recurso extraordinário. Administrativo. Servidor público estadual. Inativos e pensionistas. Gratificação de Gestão Educacional (GGE). Natureza jurídica da verba. Direito à paridade. Lei complementar estadual. Matéria infraconstitucional. Ausência de repercussão geral. É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à definição da natureza de gratificações ou outras vantagens remuneratórias concedidas aos servidores ativos estaduais, municipais ou distritais para fins de incorporação aos proventos de servidores inativos e pensionistas.",,,7/30/2020,Tribunal Pleno
1088,RE 876834,LUIZ FUX,5/7/2020,"DIREITO ADMINISTRATIVO, DIREITO CIVIL",Aguardando julgamento,,"RECURSO EXTRAORDINÁRIO. DIREITO ADMINISTRATIVO. AÇÃO CIVIL PÚBLICA. ARTIGO 14, § 2º, DECRETO-LEI 236/1967. ARTIGO 41 DA LEI 8.987/1985. DISCUSSÃO ACERCA DA AUSÊNCIA DE PRÉVIO PROCEDIMENTO LICITATÓRIO NOS CASOS DE OUTORGA DE SERVIÇO DE RADIODIFUSÃO SONORA E DE IMAGENS QUANDO DESTINADO A FINS EXCLUSIVAMENTE EDUCACIONAIS. ARTIGOS 37, XXI, 175, CAPUT E INCISO I, E 21, XII, A, DA CONSTITUIÇÃO FEDERAL. MATÉRIA INFRACONSTITUCIONAL. MANIFESTAÇÃO PELA INEXISTÊNCIA DE REPERCUSSÃO GERAL. REAFIRMAÇÃO DA JURISPRUDÊNCIA DA CORTE SOBRE O TEMA.","Lei nº 236/1967 - art. 41, CF/88 - art. 21; inc. XII; a",,5/18/2020,Tribunal Pleno
1087,ARE 1225185,GILMAR MENDES,5/7/2020,"DIREITO PENAL, DIREITO PROCESSUAL PENAL",Aguardando julgamento,,"RECURSO EXTRAORDINÁRIO COM AGRAVO. PENAL E PROCESSUAL PENAL. TRIBUNAL DO JÚRI E SOBERANIA DOS VEREDICTOS (ART. 5º, XXXVIII, C, CF). IMPUGNABILIDADE DE ABSOLVIÇÃO A PARTIR DE QUESITO GENÉRICO (ART. 483, III, C/C §2º, CPP) POR HIPÓTESE DE DECISÃO MANIFESTAMENTE CONTRÁRIA À PROVA DOS AUTOS (ART. 593, III, D, CPP). ABSOLVIÇÃO POR CLEMÊNCIA E SOBERANIA DOS VEREDICTOS. MANIFESTAÇÃO PELA EXISTÊNCIA DE REPERCUSSÃO GERAL.","CF/88 - art. 5º; inc. XXXVIII, CPP - art. 483; §2º; inc. III, CPP - art. 593; inc. III",,6/22/2020,Tribunal Pleno
